?û³Æ	ItemGenre	DetailType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	ParticularType	ÎïÆ·×î´óµ?·ÅÖµ
M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m(6/9)	4	1015	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m, chØ cÇn thu thËp ®ñ 9 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Th¸i Cùc Ki?m”."	1	100
M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m(7/9)	4	1016	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m, chØ cÇn thu thËp ®ñ 9 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Th¸i Cùc Ki?m”."	1	100
M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m(8/9)	4	1017	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m, chØ cÇn thu thËp ®ñ 9 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Th¸i Cùc Ki?m”."	1	100
M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m(9/9)	4	1018	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh L¨ng Nh¹c Th¸i Cùc Ki?m, chØ cÇn thu thËp ®ñ 9 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “L¨ng Nh¹c Th¸i Cùc Ki?m”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (1/6)	4	1019	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (2/6)	4	1020	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (3/6)	4	1021	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (4/6)	4	1022	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (5/6)	4	1023	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Phôc Ma Phæ §é T¨ng Hµi (6/6)	4	1024	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Phôc Ma Phæ §é T¨ng Hµi, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Phôc Ma Phæ §é T¨ng Hµi”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (1/6)	4	1025	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (2/6)	4	1026	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (3/6)	4	1027	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (4/6)	4	1028	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (5/6)	4	1029	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn (6/6)	4	1030	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Tø Kh«ng NhuyÔn B× Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Tø Kh«ng NhuyÔn B× Hé UyÓn”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (1/6)	4	1031	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (2/6)	4	1032	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (3/6)	4	1033	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (4/6)	4	1034	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (5/6)	4	1035	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh H·m Thiªn Th?a Long Chi?n Ngoa (6/6)	4	1036	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh H·m Thiªn Th?a Long Chi?n Ngoa, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “H·m Thiªn Th?a Long Chi?n Ngoa”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (1/6)	4	1037	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (2/6)	4	1038	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (3/6)	4	1039	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (4/6)	4	1040	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (5/6)	4	1041	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh Ngù Long Chi?n ThÇn Qua Trôy (6/6)	4	1042	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Ngù Long Chi?n ThÇn Qua Trôy, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Ngù Long Chi?n ThÇn Qua Trôy”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (1/6)	4	1043	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (2/6)	4	1044	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (3/6)	4	1045	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (4/6)	4	1046	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (5/6)	4	1047	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« Gian CÇm VËn Hé UyÓn (6/6)	4	1048	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« Gian CÇm VËn Hé UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« Gian CÇm VËn Hé UyÓn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (1/6)	4	1049	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (2/6)	4	1050	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (3/6)	4	1051	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (4/6)	4	1052	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (5/6)	4	1053	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh V« TrÇn PhËt Quang ChØ Hoµn (6/6)	4	1054	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh V« TrÇn PhËt Quang ChØ Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “V« TrÇn PhËt Quang ChØ Hoµn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (1/6)	4	1055	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (2/6)	4	1056	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (3/6)	4	1057	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (4/6)	4	1058	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (5/6)	4	1059	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn (6/6)	4	1060	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Thª Hoµng B¨ng Tuy CÈm UyÓn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Thª Hoµng B¨ng Tuy CÈm UyÓn”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (1/6)	4	1061	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (2/6)	4	1062	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (3/6)	4	1063	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (4/6)	4	1064	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (5/6)	4	1065	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Vô Ho¸n U Cæ ¸m Y (6/6)	4	1066	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Vô Ho¸n U Cæ ¸m Y, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Vô Ho¸n U Cæ ¸m Y”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (1/6)	4	1067	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (2/6)	4	1068	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (3/6)	4	1069	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (4/6)	4	1070	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (5/6)	4	1071	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn (6/6)	4	1072	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh Chó Phäc Ph¸ Gi¸p §Çu Hoµn, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “Chó Phäc Ph¸ Gi¸p §Çu Hoµn”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (1/6)	4	1073	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (2/6)	4	1074	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (3/6)	4	1075	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (4/6)	4	1076	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (5/6)	4	1077	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh B¨ng Hµn Huy?n Y Thóc Gi¸p (6/6)	4	1078	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh B¨ng Hµn Huy?n y Thóc Gi¸p, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “B¨ng Hµn Huy?n y Thóc Gi¸p”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (1/6)	4	1079	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (2/6)	4	1080	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (3/6)	4	1081	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (4/6)	4	1082	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (5/6)	4	1083	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
M¶nh S©m Hoang Tinh V©n Phi L÷ (6/6)	4	1084	\spr\item\citydefence\bigfragment.spr	347	1	1	"M¶nh S©m Hoang Tinh V©n Phi L÷, chØ cÇn thu thËp ®ñ 6 m¶nh th× c? thÓ ®?n thî r?n thÇn b? t¹i L©m An ®Ó hîp thµnh “S©m Hoang Tinh V©n Phi L÷”."	1	100
