道具名称	道具品质	道具ID	道具种类	具体类别	详细类别	白金等级	等级	魔法属性ID1	参数1	魔法1起始值1	魔法1结束值1	魔法1价值1	魔法1起始值2	魔法1结束值2	魔法1价值2	 魔法1起始值3 	 魔法1结束值3 	魔法1价值3	 魔法1起始值4 	 魔法1结束值4 	魔法1价值4	 魔法1起始值5	 魔法1结束值5	魔法1价值5	魔法属性ID2	参数2	魔法2起始值1	魔法2结束值1	魔法2价值1	魔法2起始值2	魔法2结束值2	魔法2价值2	 魔法2起始值3 	 魔法2结束值3 	魔法2价值3	魔法2起始值4	魔法2结束值4	魔法2价值4	 魔法2起始值5	 魔法2结束值5	魔法2价值5	魔法属性ID3	参数3	魔法3起始值1	魔法3结束值1	魔法3价值1	魔法3起始值2	魔法3结束值2	魔法3价值2	魔法3起始值3	魔法3结束值3	魔法3价值3	魔法3起始值4	魔法3结束值4	魔法3价值4	 魔法3起始值5	 魔法3结束值5	魔法3价值5	魔法属性ID4	参数4	魔法4起始值1	魔法4结束值1	魔法4价值1	魔法4起始值2	魔法4结束值2	魔法4价值2	魔法4起始值3	魔法4结束值3	魔法4价值3	魔法4起始值4	魔法4结束值4	魔法4价值4	 魔法4起始值5	 魔法4结束值5	魔法4价值5	保底	11
[天赐的]无魇之红缁软禢鞋7	4	40	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋8	4	40	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋9	4	40	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]无魇之红缁软禢鞋10	4	40	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56616	56616
[天赐的]无尘之玉女素心冠0	4	41	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	56896	56896
[天赐的]无尘之玉女素心冠1	4	41	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57456	57456
[天赐的]无尘之玉女素心冠2	4	41	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	58296	58296
[天赐的]无尘之玉女素心冠3	4	41	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59416	59416
[天赐的]无尘之玉女素心冠4	4	41	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60816	60816
[天赐的]无尘之玉女素心冠5	4	41	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	62916	62916
[天赐的]无尘之玉女素心冠6	4	41	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67116	67116
[天赐的]无尘之玉女素心冠7	4	41	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74116	74116
[天赐的]无尘之玉女素心冠8	4	41	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85316	85316
[天赐的]无尘之玉女素心冠9	4	41	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	102116	102116
[天赐的]无尘之玉女素心冠10	4	41	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17962	17962
[天赐的]无尘之清心向善珠0	4	42	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19038	19038
[天赐的]无尘之清心向善珠1	4	42	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21192	21192
[天赐的]无尘之清心向善珠2	4	42	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	23885	23885
[天赐的]无尘之清心向善珠3	4	42	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	27115	27115
[天赐的]无尘之清心向善珠4	4	42	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30885	30885
[天赐的]无尘之清心向善珠5	4	42	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16697.8056	16697.8056
[天赐的]无尘之清心向善珠6	4	42	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25097.8056	25097.8056
[天赐的]无尘之清心向善珠7	4	42	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39097.8056	39097.8056
[天赐的]无尘之清心向善珠8	4	42	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61497.8056	61497.8056
[天赐的]无尘之清心向善珠9	4	42	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	95097.8056	95097.8056
[天赐的]无尘之清心向善珠10	4	42	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4449.5024	4449.5024
[天赐的]无尘之慈悲玉般指0	4	43	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4729.5024	4729.5024
[天赐的]无尘之慈悲玉般指1	4	43	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5289.5024	5289.5024
[天赐的]无尘之慈悲玉般指2	4	43	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6129.5024	6129.5024
[天赐的]无尘之慈悲玉般指3	4	43	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7249.5024	7249.5024
[天赐的]无尘之慈悲玉般指4	4	43	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8649.5024	8649.5024
[天赐的]无尘之慈悲玉般指5	4	43	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10749.5024	10749.5024
[天赐的]无尘之慈悲玉般指6	4	43	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14949.5024	14949.5024
[天赐的]无尘之慈悲玉般指7	4	43	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21949.5024	21949.5024
[天赐的]无尘之慈悲玉般指8	4	43	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33149.5024	33149.5024
[天赐的]无尘之慈悲玉般指9	4	43	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49949.5024	49949.5024
[天赐的]无尘之慈悲玉般指10	4	43	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏0	4	44	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏1	4	44	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏2	4	44	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏3	4	44	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏4	4	44	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏5	4	44	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏6	4	44	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏7	4	44	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏8	4	44	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏9	4	44	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4658.388	4658.388
[天赐的]无尘之静影流苏10	4	44	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环0	4	45	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环1	4	45	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环2	4	45	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环3	4	45	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环4	4	45	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环5	4	45	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环6	4	45	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环7	4	45	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环8	4	45	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环9	4	45	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
[天赐的]无尘之佛光指环10	4	45	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48776	48776
[天赐的]栖凰之凤仪刀0	4	46	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49056	49056
[天赐的]栖凰之凤仪刀1	4	46	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49616	49616
[天赐的]栖凰之凤仪刀2	4	46	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50456	50456
[天赐的]栖凰之凤仪刀3	4	46	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51576	51576
[天赐的]栖凰之凤仪刀4	4	46	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52976	52976
[天赐的]栖凰之凤仪刀5	4	46	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55076	55076
[天赐的]栖凰之凤仪刀6	4	46	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59276	59276
[天赐的]栖凰之凤仪刀7	4	46	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66276	66276
[天赐的]栖凰之凤仪刀8	4	46	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[天赐的]栖凰之凤仪刀9	4	46	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94276	94276
[天赐的]栖凰之凤仪刀10	4	46	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣0	4	47	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣1	4	47	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣2	4	47	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣3	4	47	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣4	4	47	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣5	4	47	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣6	4	47	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣7	4	47	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣8	4	47	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣9	4	47	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[天赐的]栖凰之慧心长生扣10	4	47	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4170.8968	4170.8968
[天赐的]栖凰之风雪白云束带0	4	48	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4170.8968	4170.8968
[天赐的]栖凰之风雪白云束带1	4	48	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4170.8968	4170.8968
