Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
µ¶Îå¶¾-µÇÌÃÈëÊÒ	0	11	612	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1243	1243																														
·Éµ¶ÌÆ-µÇÌÃÈëÊÒ	0	11	613	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1245	1245																														
åó¼ıÌÆ-µÇÌÃÈëÊÒ	0	11	614	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1245	1245																														
·ÉïÚÌÆ-µÇÌÃÈëÊÒ	0	11	615	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1245	1245																														
ÕÆØ¤°ï-µÇÌÃÈëÊÒ	0	11	616	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1247	1247																														
¹÷Ø¤°ï-µÇÌÃÈëÊÒ	0	11	617	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1247	1247																														
Õ½ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	618	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1240	1240																														
Ä§ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	619	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1240	1240																														
ÆøÎäµ±-µÇÌÃÈëÊÒ	0	11	620	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1239	1239																														
½£Îäµ±-µÇÌÃÈëÊÒ	0	11	621	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1239	1239																														
µ¶À¥ÂØ-µÇÌÃÈëÊÒ	0	11	622	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1248	1248																														
½£À¥ÂØ-µÇÌÃÈëÊÒ	0	11	623	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		1248	1248																														
È­ÉÙÁÖ-³öÉñÈë»¯	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2058	2058																														
¹÷ÉÙÁÖ-³öÉñÈë»¯	0	11	625	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2058	2058																														
µ¶ÉÙÁÖ-³öÉñÈë»¯	0	11	626	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2058	2058																														
µ¶ÌìÍõ-³öÉñÈë»¯	0	11	627	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2059	2059																														
´¸ÌìÍõ-³öÉñÈë»¯	0	11	628	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2059	2059																														
Ç¹ÌìÍõ-³öÉñÈë»¯	0	11	629	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2059	2059																														
½£¶ëÃ¼-³öÉñÈë»¯	0	11	630	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2062	2062																														
ÕÆ¶ëÃ¼-³öÉñÈë»¯	0	11	631	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2062	2062																														
µ¶´äÑÌ-³öÉñÈë»¯	0	11	632	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2063	2063																														
ÄÚ´äÑÌ-³öÉñÈë»¯	0	11	633	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2063	2063																														
ÕÆÎå¶¾-³öÉñÈë»¯	0	11	634	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2060	2060																														
µ¶Îå¶¾-³öÉñÈë»¯	0	11	635	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2060	2060																														
·Éµ¶ÌÆ-³öÉñÈë»¯	0	11	636	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2061	2061																														
åó¼ıÌÆ-³öÉñÈë»¯	0	11	637	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2061	2061																														
·ÉïÚÌÆ-³öÉñÈë»¯	0	11	638	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2061	2061																														
ÕÆØ¤°ï-³öÉñÈë»¯	0	11	639	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2065	2065																														
¹÷Ø¤°ï-³öÉñÈë»¯	0	11	640	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2065	2065																														
Õ½ÌìÈÌ-³öÉñÈë»¯	0	11	641	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2064	2064																														
Ä§ÌìÈÌ-³öÉñÈë»¯	0	11	642	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2064	2064																														
ÆøÎäµ±-³öÉñÈë»¯	0	11	643	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2066	2066																														
½£Îäµ±-³öÉñÈë»¯	0	11	644	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2066	2066																														
µ¶À¥ÂØ-³öÉñÈë»¯	0	11	645	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2067	2067																														
½£À¥ÂØ-³öÉñÈë»¯	0	11	646	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1	0		2067	2067																														
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶	0	11	647	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0				139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - ThiÕu L©m	0	11	648	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2058	2058	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thiªn V­¬ng	0	11	649	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2059	2059	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Ngò §éc	0	11	650	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2060	2060	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - §­êng M«n	0	11	651	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2061	2061	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Nga My	0	11	652	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2062	2062	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thóy Yªn	0	11	653	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2063	2063	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thiªn NhÉn	0	11	654	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2064	2064	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - C¸i Bang	0	11	655	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2065	2065	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Vâ §ang	0	11	656	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2066	2066	139	1	1																											
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - C«n Lu©n	0	11	657	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		2067	2067	139	1	1																											
ThiÕu L©m QuyÒn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	658	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
ThiÕu L©m C«n - ChiÕn tr­êng ThËp Nh©n §Şch 	0	11	659	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
ThiÕu L©m §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	660	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	661	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	662	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	663	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Nga My KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	664	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Nga My Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	665	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Thóy Yªn §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	666	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Thóy Yªn Néi - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	667	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	668	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
Ngò §éc §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	669	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
§­êng M«n Phi §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	670	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 		100	1	0																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	671	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	672	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	673	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
C¸i Bang C«n - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	674	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	675	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
Thiªn NhÉn Ma - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	676	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
Vâ §ang Khİ - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	677	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
Vâ §ang KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	678	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
C«n Lu©n §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	679	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
C«n Lu©n KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	680	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	681	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
ThiÕu L©m C«n - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	682	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
ThiÕu L©m §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	683	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh. 	5	100	1	0																																	
