ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (5/6)	0	4	1144	1	0	0	5	6	0
§å phæ Hoµng Kim - H¸m Thiªn Uy Vò Thóc Yªu §¸i	6	1	256	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Uy Vò Thóc Yªu Hoµn (6/6)	0	4	1145	1	0	0	6	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (1/6)	0	4	1146	1	0	0	1	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (2/6)	0	4	1147	1	0	0	2	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (3/6)	0	4	1148	1	0	0	3	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (4/6)	0	4	1149	1	0	0	4	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (5/6)	0	4	1150	1	0	0	5	6	0
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (6/6)	0	4	1151	1	0	0	6	6	0
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (1/6)	0	4	1152	1	0	0	1	6	3500000000
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (2/6)	0	4	1153	1	0	0	2	6	3500000000
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (3/6)	0	4	1154	1	0	0	3	6	3500000000
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (4/6)	0	4	1155	1	0	0	4	6	3500000000
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (5/6)	0	4	1156	1	0	0	5	6	3500000000
§å phæ Hoµng Kim - Ngù Long Thiªn M«n Thóc Yªu Hoµn	6	1	266	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	6	2	102	Phï Dung Th¹ch	6	1	203	5	4	108	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39				M¶nh Ngù Long Long Thiªn M«n Thóc Yªu Hoµn (6/6)	0	4	1157	1	0	0	6	6	3500000000
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (1/6)	0	4	1158	1	0	0	1	6	0
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (2/6)	0	4	1159	1	0	0	2	6	0
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (3/6)	0	4	1160	1	0	0	3	6	0
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (4/6)	0	4	1161	1	0	0	4	6	0
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (5/6)	0	4	1162	1	0	0	5	6	0
§å phæ Hoµng Kim - V« Gian PhÊt V©n Ti §¸i	6	1	271	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	DiÖt KiÕm MËt TÞch	6	1	42				M¶nh V« Gian PhÊt V©n Ty §¸i (6/6)	0	4	1163	1	0	0	6	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (1/6)	0	4	1164	1	0	0	1	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (2/6)	0	4	1165	1	0	0	2	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (3/6)	0	4	1166	1	0	0	3	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (4/6)	0	4	1167	1	0	0	4	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (5/6)	0	4	1168	1	0	0	5	6	0
§å phæ Hoµng Kim - V« Ma Ma Ni Qu¸n	6	1	274	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	3	104	Phï Dung Th¹ch	6	1	203	8	4	108	Phï Dung Th¹ch	6	1	203	8	3	106	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	8	2	169	M¶nh V« Ma Ma Ni Qu¸n (6/6)	0	4	1169	1	0	0	6	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (1/6)	0	4	1170	1	0	0	1	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (2/6)	0	4	1171	1	0	0	2	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (3/6)	0	4	1172	1	0	0	3	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (4/6)	0	4	1173	1	0	0	4	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (5/6)	0	4	1174	1	0	0	5	6	0
§å phæ Hoµng Kim - V« TrÇn Ngäc N÷ Tè T©m Qu¸n	6	1	279	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	4	105	Chu Sa kho¸ng	6	1	204	8		89	Phï Dung Th¹ch	6	1	203	7	4	108	Phæ §é MËt TÞch	6	1	59				M¶nh V« TrÇn Ngäc N÷ Tè T©m Qu¸n (6/6)	0	4	1175	1	0	0	6	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(1/6)	0	4	1176	1	0	0	1	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(2/6)	0	4	1177	1	0	0	2	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(3/6)	0	4	1178	1	0	0	3	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(4/6)	0	4	1179	1	0	0	4	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(5/6)	0	4	1180	1	0	0	5	6	0
§å phæ Hoµng Kim - Tª Hoµng Phong TuyÕt B¹ch V©n Thóc §¸i	6	1	286	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn §ao ph¸p	6	1	40				M¶nh Thª Hoµng Phong TuyÕt B¹ch V©n Yªu §¸i(6/6)	0	4	1181	1	0	0	6	6	0
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (1/6)	0	4	1182	1	0	0	1	6	3000000000
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (2/6)	0	4	1183	1	0	0	2	6	3000000000
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (3/6)	0	4	1184	1	0	0	3	6	3000000000
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (4/6)	0	4	1185	1	0	0	4	6	3000000000
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (5/6)	0	4	1186	1	0	0	5	6	3000000000
§å phæ Hoµng Kim - BÝch H¶i Hång Linh Kim Ti §¸i	6	1	291	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	1	103	Chu Sa kho¸ng	6	1	204	8		89	Thóy Yªn Song ®ao	6	1	41				M¶nh BÝch H¶i Hång Linh Kim Ty §¸i (6/6)	0	4	1187	1	0	0	6	6	3000000000
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (1/6)	0	4	1188	1	0	0	1	6	0
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (2/6)	0	4	1189	1	0	0	2	6	0
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (3/6)	0	4	1190	1	0	0	3	6	0
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (4/6)	0	4	1191	1	0	0	4	6	0
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (5/6)	0	4	1192	1	0	0	5	6	0
§å phæ Hoµng Kim - U Lung Thanh Ng« TriÒn Yªu	6	1	296	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Phï Dung Th¹ch	6	1	203	7	3	104	Chu Sa kho¸ng	6	1	204	8		89	Chung Nhò th¹ch	6	1	205	8	2	110	Ngò §éc Ch­ëng Ph¸p. QuyÓn 1	6	1	47				M¶nh U Lung Thanh Ng« TriÒn Yªu (6/6)	0	4	1193	1	0	0	6	6	0
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (1/6)	0	4	1194	1	0	0	1	6	0
§å phæ Hoµng Kim - Minh ¶o Hñ Cèt Hé UyÓn	6	1	302	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	3	104	Ngò §éc §ao ph¸p. QuyÓn 2	6	1	48											M¶nh Vô Ho¸n Hñ Cèt Hé UyÓn (2/6)	0	4	1195	1	0	0	2	6	0
