Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)	Target	ÎïÆ·×î´óµş·ÅÖµ	ÒªÇóµÈ¼¶ÏàÍ¬	ÒªÇóÎåĞĞÏàÍ¬	ÒªÇóĞÒÔËÏàÍ¬	ÒªÇóMagicLevel1ÏàÍ¬	ÒªÇóMagicLevel2ÏàÍ¬	ÒªÇóMagicLevel3ÏàÍ¬	ÒªÇóMagicLevel4ÏàÍ¬	ÒªÇóMagicLevel5ÏàÍ¬	ÒªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊı1	µÀ¾ß¶îÍâ²ÎÊı2	µÀ¾ß¶îÍâ²ÎÊı3	µÀ¾ß¶îÍâ²ÎÊı4	µÀ¾ß¶îÍâ²ÎÊı5	µÀ¾ß¶îÍâ²ÎÊı6
Mãn ®iÓm t©m	6	1	2252	\spr\item\christmas2006\xmascake.spr	459	1	1	Mãn ®iÓm t©m, cã thÓ dïng lµm lÔ vËt tÆng cho ThÇn Tµi.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tói B¸t B¶o	6	1	2253	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	Dïng ®Ó ®ùng c¸c mãn ®iÓm t©m ngon. Cã thÓ ®ùng ®­îc 6 mãn ®iÓm t©m sau ®ã d©ng tÆng ThÇn Tµi.		0	1	1	\script\event\springfestival10\babaodai.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
ThÇn Tµi B¶o R­¬ng	6	1	2254	\spr\item\oldbox\oldbox.spr	41	1	1	B¶o r­¬ng quı hiÕm mµ ThÇn Tµi tÆng cho mäi ng­êi		0	1	0	\script\event\springfestival10\caishenbaoxiang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¹ch Cèt LÖnh	6	1	2255	\spr\item\questkey\006.spr	41	1	1	Gióp gia t¨ng c«ng lùc, t¨ng thªm 60 phót luyÖn c«ng ë c¸c b¶n ®å luyÖn c«ng ®Æc biÖt		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thiªn Long LÖnh	6	1	2256	\spr\item\questkey\taskobj126.spr	41	1	1	Gióp gia t¨ng c«ng lùc, t¨ng thªm 60 phót luyÖn c«ng ë c¸c b¶n ®å luyÖn c«ng ®Æc biÖt		0	1	0	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ VËt N¨m DÇn	6	1	2257	\spr\item\twzhuanyun\zhuanyunbao_small.spr	19	1	1	Chóc Mõng N¨m Míi, noÊn chuét ph¶i sö dông sÏ nhËn ®­îc c¸c lo¹i lÏ vËt		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tróc Kú	6	1	2258	\spr\item\vietnam\midautumn06\bamboo.spr	432	1	1	Nguyªn liÖu ®Ó chÕ t¹o T©m Liªn §¨ng Léng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
GiÊy Mµu	6	1	2259	\spr\item\script\zhongqiu_jieri\200909\wusezhizhang.spr	41	1	1	Nguyªn liÖu ®Ó chÕ t¹o T©m Liªn §¨ng Léng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§ång T©m Phï	6	1	2260	\spr\item\obj_item_heart.spr	41	1	1	§·n NguyÖn Qu©n t©m Tù Ng· T©m. cã thÓ dïng ®Ó chÕ t¹o 'T©m Liªn §¨ng Léng'. Sö dông tr­íc 6/3/2011.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hép quµ h¹nh phóc	6	1	2261	\spr\item\script\item_chrismasbox.spr	377	1	1	H÷u T×nh Nh©n Chung Thµnh QuyÕn Thuéc. Giao cho Ch­ëng §¨ng Cung N÷ ë L©m An cã thÓ ®æi lÊy lÔ vËt.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
T©m Liªn §¨ng Léng	6	1	2262	\spr\item\script\zhongqiu_jieri\lianhuadenglong.spr	41	1	1	T©m T©m T­¬ng ¸nh. Ng­êi ch¬i kh«ng cïng giíi tİnh cïng nhau tæ ®éi cã thÓ ra ngoµi b¶n ®å ngoµi thµnh nhÊn chuét ph¶i sö dông.		0	1	1	\script\event\qingren_jieri\201002\item\item_xinliandenglong.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tö Kim Ch©n §¬n	6	1	2263	\spr\item\script\zijinzhendan.spr	41	1	1	HÊp thô c«ng lùc cña c¸c TuyÖt ThÕ Cao Thñ. Sö dông sÏ gia t¨ng 12 thµnh c«ng lùc		0	1	0	\script\item\zijinzhendan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoµng Ch©n §¬n	6	1	2264	\spr\item\script\huangzhendan.spr	41	1	1	HÊp thô c«ng lùc cña c¸c TuyÖt ThÕ Cao Thñ. Sö dông sÏ gia t¨ng 12 thµnh c«ng lùc		0	1	0	\script\item\huangzhendan.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
V¹n Niªn Ngò Th¸i Hoa	6	1	2265	\spr\item\script\wannianwutaihua.spr	41	1	1	Lo¹i hoa quı hiÕm v¹n n¨m dïng ®Ó tinh luyÖn Tö Kim Ch©n §¬n		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¸ch Niªn Tr©n Lé	6	1	2266	\spr\item\script\zhenlu_avd1.spr	41	1	1	Sau khi sö dông ®i nhÆt qu¶ sÏ cã c¬ duyªn nhÆt ®­îc "B¸ch niªn huy hoµng qu¶"		0	1	1	\script\item\zhenlu_avd1.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Thiªn Niªn Tr©n Lé	6	1	2267	\spr\item\script\zhenlu_avd2.spr	41	1	1	Sau khi sö dông ®i nhÆt qu¶ sÏ cã c¬ duyªn nhÆt ®­îc "Thiªn niªn huy hoµng qu¶"		0	1	1	\script\item\zhenlu_avd2.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
V¹n Niªn Tr©n Lé	6	1	2268	\spr\item\script\zhenlu_avd3.spr	41	1	1	Sau khi sö dông ®i nhÆt qu¶ sÏ cã c¬ duyªn nhÆt ®­îc "V¹n niªn huy hoµng qu¶"		0	1	1	\script\item\zhenlu_avd3.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
B¸ch Niªn Huy Hoµng qu¶	6	1	2269	\spr\item\script\huihuangzhiguo_avd1.spr	377	1	1	B¸ch niªn huy hoµng qu¶, sö dông sÏ gia t¨ng c«ng lùc		0	1	1	\script\item\huihuangzhihuo_avd1.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Thiªn Niªn Huy Hoµng qu¶	6	1	2270	\spr\item\script\huihuangzhiguo_avd2.spr	377	1	1	Thiªn niªn huy hoµng qu¶, sö dông sÏ gia t¨ng nhiÒu lÇn c«ng lùc		0	1	1	\script\item\huihuangzhihuo_avd2.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
V¹n Niªn Huy Hoµng qu¶	6	1	2271	\spr\item\script\huihuangzhiguo_avd3.spr	377	1	1	V¹n niªn huy hoµng qu¶, sö dông sÏ gia t¨ng nhiÒu lÇn c«ng lùc		0	1	1	\script\item\huihuangzhihuo_avd3.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Xu May M¾n	6	1	2272	\spr\item\script\xingyunjinbi.spr	41	1	1	Cã thÓ mang l¹i Xu May M¾n cho mäi ng­êi, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­êng Thanh Thô Chi	6	1	2273	\spr\item\script\spring2010\meishuzhi.spr	41	1	1	Xu©n No·n Hoa Khai, nhÊn chuét ph¶i sö dông, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoµng Kim Thô Chi	6	1	2274	\spr\item\script\huangjinshuzhi.spr	41	1	1	Trång lo¹i Hoµng Kim Mai Thô Chi, cã thÓ ®em l¹i cho b¹n nh÷ng thu ho¹ch bÊt ngê, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thô Chi May M¾n	6	1	2275	\spr\item\christmas2006\xmasbranch.spr	41	1	1	Trång lo¹i Thô Chi Mai May M¾n cã thÓ ®em l¹i cho b¹n nh÷ng thu ho¹ch bÊt ngê, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\event\other\plant\itemscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Th­êng Thanh Hoa	6	1	2276	\spr\item\questkey\taskobj093.spr	41	1	1	Mü LÖ Th­êng Thanh Hoa, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoµng Kim Hoa	6	1	2277	\spr\item\yulanpenjie\jinlianhua.spr	41	1	1	Hoa lÖ Hoµng Kim Hoa, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó t×m hiÓu râ h¬n		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoa May M¾n	6	1	2278	\spr\item\script\shizhuhua.spr	41	1	1	Cã thÎ ®em l¹i cho b¶n th©n Hoa May M¾n bÊt ngê, cã thÓ ®Õn Ch­ëng §¨ng Cung N÷ ®Ó ®æi lÊy phÇn th­ëng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tinh luyÖn th¹ch nguyªn th¹ch	6	1	2279	\spr\item\script\item_kongqueshi.spr	41	1	1	VËt phÈm cÇn thiÕt ®Ó chÕ luyÖn tinh luyÖn th¹ch		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tinh LuyÖn Th¹ch	6	1	2280	\spr\item\script\item_furongshi.spr	41	1	1	B¶o th¹ch thÇn bİ, dïng ®Ó ®Ó c¸c lo¹i thÇn binh		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
B¸ch linh H­¬ng L«	6	1	2281	\spr\item\magicscript\qingming2010\bailingxianglu1.spr	41	1	1	Thanh San Mai Trung Cèt, Thiªn Niªn H¹o Khİ Tån. Trong b¶n ®å chiÕn ®Êu sau khi nhÊn chuét ph¶i sö dông sÏ xuÊt hiÖn mét H­¬ng L«. Thêi h¹n sö dông 0:00/12/4/2010. cÊp 120 trë lªn hoÆc ®· trïng sinh míi ®­îc sö dông, mçi ngµy mçi ng­êi sö dông nhiÒu nhÊt 10 c¸i.		0	1	0	\script\event\qingming_jieri\201003\seed.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thanh Minh LiÔu	6	1	2282	\spr\item\magicscript\qingming2010\qmliu.spr	41	1	1	Thanh Chi LiÔu cña TiÕt Thanh Minh, dïng ®Ó bµy tá lßng t«n kİnh ®èi víi ng­êi qu¸ cè.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thanh Minh H­¬ng	6	1	2283	\spr\item\magicscript\qingming2010\qmxiang.spr	41	1	1	NhÊt Trô H­¬ng NiÓu NiÓu, V¹n Chñng T­ Du Du, dïng ®Ó bµy tá lßng t«n kİnh ®èi víi ng­êi qu¸ cè.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thanh §oµn	6	1	2284	\spr\item\magicscript\qingming07\qingmingguo.spr	464	1	1	Mét lo¹i dïng n­íc sinh tè ®Ó lµm thµnh Cao §oµn s¾c mµu, thùc phÈm ®Æc biÖt cña TiÕt Thanh Minh.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§µn H­¬ng Méc H¹p	6	1	2285	\spr\item\magicscript\qingming2010\tanxiangmuxia.spr	41	1	1	Dïng §µn H­¬ng Méc lµm thµnh mét c¸i Hép.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TrÇm H­¬ng Méc H¹p	6	1	2286	\spr\item\magicscript\qingming2010\chenxiangmuxia.spr	41	1	1	Dïng TrÇm H­¬ng Méc lµm thµnh c¸i hép.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
§µn H­¬ng Méc H¹p ph¸t s¸ng	6	1	2287	\spr\item\magicscript\qingming2010\tanxiangmuxia2.spr	41	1	1	Trong Méc H¹p ®ùng mét LÖnh Bµi Binh Sü V« Danh, ph¸t ra nh÷ng ¸nh s¸ng lung linh.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
TrÇm H­¬ng Méc H¹p ph¸t quang	6	1	2288	\spr\item\magicscript\qingming2010\chenxiangmuxia2.spr	41	1	1	Trong Méc H¹p ®ùng mét Béi KiÕm cña T­íng LÜnh V« Danh, ph¸t ra nh÷ng ¸nh s¸ng lung linh.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÖnh Bµi Binh Sü	6	1	2289	\spr\item\questkey\taskobj132.spr	41	1	1	LÖnh Bµi cña binh sü v« danh nµo ®ã, cã thÓ nh×n thÊy vÕt m¸u mê mê nh­ng kh«ng thÓ nhËn ra ®­îc tªn ®­îc kh¾c trªn ®ã, nhÊn chuét ph¶i cã thÓ ®­a vµo §µn H­¬ng Méc H¹p.		0	1	1	\script\event\qingming_jieri\201003\token.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Béi KiÕm T­íng Qu©n	6	1	2290	\spr\item\questkey\taskobj049.spr	41	1	1	Béi KiÕm cña mét vŞ t­íng qu©n nµo ®ã, cã thÓ nh×n thÊy vÕt m¸u mê mê nh­ng kh«ng thÓ nhËn ra ®­îc tªn ®­îc kh¾c trªn ®ã, nhÊn chuét ph¶i cã thÓ ®­a vµo TrÇm H­¬ng Méc H¹p.		0	1	1	\script\event\qingming_jieri\201003\sword.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
LÔ Bao N¨m DÇn	6	1	2291	\spr\item\obj_item_jixiang.spr	377	1	1	ThÇn c«ng c¸i thÕ, vâ nghÖ siªu quÇn. Më ra sÏ nhËn ®­îc c¸c lo¹i phÇn th­ëng. Thêi h¹n sö dông ®Õn 24:00/20/5/2010		0	1	1	\script\item\hunianjinjidalibao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hµm Kim H¹p	6	1	2292	\spr\item\jiefang2010\hanjinhe.spr	41	1	1	Bao gåm 8 thĞp tinh luyÖn (cÊp 1)		0	1	1	\script\event\jiefang_jieri\201004\refining_iron\box.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ThĞp Tinh LuyÖn	6	1	2293	\spr\item\jiefang2010\jinniantie.spr	41	1	1	CÊp ®é thĞp cµng cao th× khİ tµi qu©n sù cña d©n téc ta thªm lîi h¹i		0	1	1	\script\event\jiefang_jieri\201004\refining_iron\RefiningIron.lua	0	1	1	1	0		50	1	0	0	0	0	0	0	0	0						
H¹t Thiªn TuÕ	6	1	2294	\spr\item\script\jiefang_jieri\201004\qiansuizhong.spr	41	1	1	Tù do, h¹nh phóc m·i m·i tr­êng tån		0	1	0	\script\event\jiefang_jieri\201004\plant\seed.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Tói Ph©n Bãn	6	1	2295	\spr\item\script\jiefang_jieri\201004\feiliaodai.spr	41	1	1	Gióp c©y t¨ng tr­ëng víi tèc ®é rÊt nhanh		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Thïng N­íc	6	1	2296	\spr\item\script\jiefang_jieri\201004\shuitong.spr	41	1	1	Gióp c©y t¨ng tr­ëng nhanh		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Thuèc Trõ S©u	6	1	2297	\spr\item\script\jiefang_jieri\201004\shachongji.spr	41	1	1	H·y cÈn thËn khi sö dông		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ChiÕc gËy Tr­êng S¬n	6	1	2298	\spr\item\script\jiefang_jieri\201004\changshangun.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierStick.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tói Dông Cô	6	1	2299	\spr\item\script\jiefang_jieri\201004\daojudai.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierBag.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Hép Kim ChØ	6	1	2300	\spr\item\script\jiefang_jieri\201004\zhenxianhe.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cuén V¶i	6	1	2301	\spr\item\script\jiefang_jieri\201004\bujuan.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cuén V¶i H¶o H¹ng	6	1	2302	\spr\item\script\jiefang_jieri\201004\shangpinbujuan.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Cuén V¶i Th­îng H¹ng	6	1	2303	\spr\item\script\jiefang_jieri\201004\jipinbujuan.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ChiÕc Mò ChiÕn SÜ	6	1	2304	\spr\item\script\jiefang_jieri\201004\zhanshimao.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierHat.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
§«i Giµy Bé §éi	6	1	2305	\spr\item\script\jiefang_jieri\201004\buduixie.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierShoes.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
TÊm ¸o ChiÕn SÜ	6	1	2306	\spr\item\script\jiefang_jieri\201004\zhanshiyi.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierCloth.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
ChiÕc vâng Tr­êng S¬n	6	1	2307	\spr\item\script\jiefang_jieri\201004\changshandiaochuang.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\event\jiefang_jieri\201004\soldier\soldierCot.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ba l« Con Cãc	6	1	2308	\spr\item\script\jiefang_jieri\201004\waxingbeibao.spr	41	1	1	Chµo mõng ngµy ®Êt n­íc ®­îc gi¶i phãng		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Trèng Kh¶i Hoµn	6	1	2309	\spr\item\jiefang2010\kaixuangu.spr	41	1	1	TiÕng trèng kh¶i hoµn vang lªn mõng ®Êt n­íc ®­îc hoµn toµn gi¶i phãng		0	1	0	\script\event\jiefang_jieri\201004\triumph_drum\drum.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Hoa Sen C¹n	6	1	2310	\spr\item\jiefang2010\huangjinnian.spr	41	1	1	ThÓ hiÖn lßng yªu n­íc cña con ng­êi ViÖt Nam		0	1	1	\script\event\jiefang_jieri\201004\beat_tiger\flower.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ngäc Qu¸n	6	1	2311	\spr\item\jingli\yuguan.spr	41	1	1	Bªn trong ngäc qu¸n chøa ®Çy linh khİ, cã thÓ lªn ®µo hoa ®¶o thu thËp linh lé.		0	1	1	\script\item\noscript.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Hçn Nguyªn Linh Lé	6	1	2312	\spr\item\jingli\hunyuanlinglu.spr	41	1	1	Héi tô linh lé cña tinh hoa thiªn ®Şa, bÊm chuét ph¶i sö dông sÏ nhËn ®­îc 100 ®iÓm tinh lùc		0	1	1	\script\item\hunyuanlinglu.lua	0	1	1	0	0		200	0	0	0	0	0	0	0	0	0						
Qu¶ Ngµn N¨m	6	1	2313	\spr\item\script\qiannianzhiguo.spr	41	1	1	Qu¶ trªn c©y ®· ngµn n¨m, bªn trong Èn dÊu b¶o vËt thÇn bİ, nh­ng qu¶ nµy v« cïng cøng ch¾c, chØ cã thÓ sö dông HuyÒn B¨ng Chïy  ë Kú Tr©n C¸c míi më ra ®­îc		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
HuyÒn B¨ng Chïy	6	1	2314	\spr\item\script\qiannianxuanbingchui.spr	41	1	1	HuyÒn B¨ng Ngµn N¨m lµm thµnh c¸i chïy, v« kiªn bÊt táa. NhÊn chuét ph¶i sö dông cã thÓ më ra Qu¶ Ngµn N¨m, sau khi sö dông sÏ bŞ tan ch¶y		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Phï triÖu ho¸n thİ luyÖn ®­êng	6	1	2315	\spr\item\questkey\taskobj119.spr	38	1	1	Sö dông trong thİ luyÖn ®­êng, bïa chó cã thÓ triÖu tËp vµ ®iÒu phèi bang thñ		0	1	0	\script\missions\dungeon\dungeons\shiliantang\zhaohuanfu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Linh Ngäc ( phiªn b¶n miÔn phİ )	6	1	2316	\spr\item\script\jiefang_jieri\201004\qiansuizhong.spr	41	1	1	Linh Th¹ch		0	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Thİ LuyÖn ThiÕp	6	1	2317	\spr\item\questkey\obj_item_lection02.spr	38	1	1	Thİ luyÖn thiÕp, giÊy chøng nhËn tham gia thİ luyÖn ®­êng.		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
Méc ChÕ B¶o H¹p	6	1	2318	\spr\item\script\baoxiang_mu.spr	367	1	1	Mét lo¹i b¶o r­¬ng xem ra rÊt cò kü, bÊm chuét ph¶i sö dông		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
§ång ChÕ B¶o H¹p	6	1	2319	\spr\item\script\baoxiang_tong.spr	367	1	1	Mét lo¹i b¶o r­¬ng ®ång rÊt nÆng, bÊm chuét ph¶i sö dông		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Ng©n ChÕ B¶o H¹p	6	1	2320	\spr\item\script\baoxiang_yin.spr	367	1	1	Mét lo¹i b¶o r­¬ng ®­îc lµm tõ b¹c, bÊm chuét ph¶i sö dông		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Hoµng Kim B¶o H¹p	6	1	2321	\spr\item\script\baoxiang_jin.spr	367	1	1	Mét lo¹i b¶o r­¬ng ®­îc lµm tõ vµng rßng, bÊm chuét ph¶i sö dông		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
B¶o r­¬ng B¹ch Kim	6	1	2322	\spr\item\script\baoxiang_baijin.spr	367	1	1	Mét lo¹i b¶o r­¬ng lµm tõ b¹ch kim ãng ¸nh, minh chøng cho viÖc v­ît hoµn toµn ¶i thİ luyÖn, bÊm chuét ph¶i sö dông		0	1	1	\script\item\activityitem.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0						
Tİn Sø Kim Yªu Bµi LÔ Bao	6	1	2323	\spr\item\obj_item_jixiang.spr	347	1	1	NhÊn chuét ph¶i sö dông, cã thÓ nhËn ®­îc 1 Tİn Sø Kim Yªu Bµi		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
[Tinh ChÕ] §æng S¸t B¹ch Kim §iªu Long Giíi LÔ Hép	6	1	2324	\spr\item\script\item_chrismasbox.spr	377	1	1	BÊm chuét ph¶i sö dông cã thÓ nhËn ®­îc 1 [Tinh TÕ] §æng S¸t B¹ch Kim §iªu Long Giíi		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
[Tinh ChÕ] §æng S¸t B¹ch Kim Tó Phông Giíi LÔ Hép	6	1	2325	\spr\item\script\item_chrismasbox.spr	377	1	1	BÊm chuét ph¶i sö dông nhËn ®­îc [Tinh ChÕ] §æng S¸t B¹ch Kim Tó Phông Giíi		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
[Tinh ChÕ] §æng S¸t B¹ch Ngäc Cµn Kh«n Béi LÔ Hép	6	1	2326	\spr\item\script\item_chrismasbox.spr	377	1	1	BÊm chuét ph¶i sö dông nhËn ®­îc [Tinh ChÕ] §æng S¸t B¹ch Ngäc Cµn Kh«n Béi		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
[Tinh ChÕ] §æng S¸t PhØ Thóy Ngäc H¹ng Khuyªn LÔ Hép	6	1	2327	\spr\item\script\item_chrismasbox.spr	377	1	1	BÊm chuét ph¶i sö dông nhËn ®­îc [Tinh ChÕ] §æng S¸t PhØ Thóy Ngäc H¹ng Khuyªn		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
M· bµi - Xİch thè	6	1	2328	\spr\item\songjin\token.spr	385	1	1	BÊm chuét ph¶i sö dông ®Ó nhËn ®­îc 1 Xİch Thè		0	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
