Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
B¹ch Hæ Phæ TÕ TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove01.spr	9	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(7)	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	120	39	0									2198	1775	1998	1938	2255	2215	221	162	7	1429	130	2	7			
B¹ch Hæ Phæ TÕ T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(8)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1876	1815	1895	2118	2178	2215	221	162	8	1429	2196	2	7			
B¹ch Hæ Phæ TÕ Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(9)	4	99999	10	0																						36	120	39	0									1875	1795	1896	1938	2255	2215	221	162	9	1542	2196	2	7			
B¹ch Hæ Phæ TÕ H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m quyÒn ph¸p cÊp B¹ch Hæ(10)	0	99999	10	0																						36	120	39	0									1875	1835	1896	2138	2255	2215	221	162	10	130		2	7			
B¹ch Hæ L«i ¢m PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	0									1875	1855	1895	2098	1918	2215	222	163	1	1543	2196	2	7			
B¹ch Hæ L«i ¢m T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1876	1775	1896	1938	2255	2215	222	163	2	1429	2196	2	7			
B¹ch Hæ L«i ¢m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	0									1875	1815	1895	2118	2255	2215	222	163	3	130		2	7			
B¹ch Hæ L«i ¢m Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1876	1795	1896	1938	2255	2215	222	163	4	1429	2196	2	7			
B¹ch Hæ L«i ¢m Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1876	1835	1895	2138	2255	2215	222	163	5	1544	2196	2	7			
B¹ch Hæ L«i ¢m Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1876	1855	1895	2098	2157	2215	222	163	6	1429	2820	2	7			
B¹ch Hæ L«i ¢m T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	0									1958	1775	1998	1938	2255	2215	222	163	7	1429	130	2	7			
B¹ch Hæ L«i ¢m T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1876	1815	1895	2118	2178	2215	222	163	8	1429	1730	2	7			
B¹ch Hæ L«i ¢m Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	0									1875	1795	1896	1938	2255	2215	222	163	9	1545	2196	2	7			
B¹ch Hæ L«i ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m c«n ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	0									1875	1835	1896	2138	2255	2215	222	163	10	130		2	7			
B¹ch Hæ Ma Ni H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	0									1875	1855	1895	2098	1918	2215	223	164	1	1543	2196	2	7			
B¹ch Hæ Ma Ni T¨ng M¹o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									1876	1775	1896	1938	2255	2215	223	164	2	1429	2196	2	7			
B¹ch Hæ Ma Ni Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	0									1875	1815	1895	2118	2255	2215	223	164	3	130		2	7			
B¹ch Hæ Ma Ni Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	0									1876	1795	1896	1938	2255	2215	223	164	4	1429	1731	2	7			
B¹ch Hæ Ma Ni Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									1876	1835	1895	2138	2255	2215	223	164	5	1546	2196	2	7			
B¹ch Hæ Ma Ni Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									1876	1855	1895	2098	2157	2215	223	164	6	1429	2821	2	7			
B¹ch Hæ Ma Ni Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	0									1958	1775	1998	1938	2255	2215	223	164	7	1429	130	2	7			
B¹ch Hæ Ma Ni T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	0									1876	1815	1895	2118	2178	2215	223	164	8	1429	2196	2	7			
B¹ch Hæ Ma Ni Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	0									1875	1795	1896	1938	2255	2215	223	164	9	1547	2196	2	7			
B¹ch Hæ Ma Ni H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Bé trang bÞ ThiÕu L©m ®ao ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	0									1875	1835	1896	2138	2255	2215	223	164	10	130		2	7			
B¹ch Hæ §Þnh Quang Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1875	1775	1895	1938	1918	2215	224	165	1	1548	2196	2	7			
B¹ch Hæ §Þnh Quang Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1876	1815	1896	2118	2255	2215	224	165	2	1439	2823	2	7			
B¹ch Hæ §Þnh Quang Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1875	1795	1895	1938	2255	2215	224	165	3	130		2	7			
B¹ch Hæ §Þnh Quang Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1876	1835	1896	2138	2255	2215	224	165	4	1439	2196	2	7			
B¹ch Hæ §Þnh Quang Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1855	1895	2098	2255	2215	224	165	5	1549	2196	2	7			
B¹ch Hæ §Þnh Quang Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1876	1775	1895	1938	2157	2215	224	165	6	1439	1732	2	7			
B¹ch Hæ §Þnh Quang Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	120	39	1									2198	1815	1998	2118	2240	2215	224	165	7	1439	130	2	7			
B¹ch Hæ §Þnh Quang Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1795	1895	1938	2178	2215	224	165	8	1439	2196	2	7			
B¹ch Hæ §Þnh Quang Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1875	1835	1896	2138	2255	2215	224	165	9	1550	2196	2	7			
B¹ch Hæ §Þnh Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1875	1855	1896	2098	2255	2215	224	165	10	130		2	7			
B¹ch Hæ Ngù Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1875	1775	1895	1938	1918	2215	225	166	1	1552	2196	2	7			
B¹ch Hæ Ngù Phong Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1876	1815	1896	2118	2255	2215	225	166	2	1439	2196	2	7			
B¹ch Hæ Ngù Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1875	1795	1895	1938	2255	2215	225	166	3	130		2	7			
B¹ch Hæ Ngù Phong Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1876	1835	1896	2138	2255	2215	225	166	4	1439	2196	2	7			
B¹ch Hæ Ngù Phong Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1855	1895	2098	2255	2215	225	166	5	1553	2196	2	7			
B¹ch Hæ Ngù Phong Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1876	1775	1895	1938	2157	2215	225	166	6	1439	2824	2	7			
B¹ch Hæ Ngù Phong Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	1									2198	1815	1998	2118	2240	2215	225	166	7	1439	130	2	7			
B¹ch Hæ Ngù Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1795	1895	1938	2178	2215	225	166	8	1439	1733	2	7			
B¹ch Hæ Ngù Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1875	1835	1896	2138	2255	2215	225	166	9	1554	2196	2	7			
B¹ch Hæ Ngù Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1875	1855	1896	2098	2255	2215	225	166	10	130		2	7			
B¹ch Hæ Phiªu Phong H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(1)	0	99999	10	0																						36	120	39	1									1875	1775	1895	1938	1918	2215	226	167	1	1556	2196	2	7			
B¹ch Hæ Phiªu Phong Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									1876	1815	1896	2118	2255	2215	226	167	2	1439	1734	2	7			
B¹ch Hæ Phiªu Phong Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(3)	1	99999	10	0																						36	120	39	1									1875	1795	1895	1938	2255	2215	226	167	3	130		2	7			
B¹ch Hæ Phiªu Phong Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	1									1876	1835	1896	2138	2255	2215	226	167	4	1439	2196	2	7			
B¹ch Hæ Phiªu Phong Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1855	1895	2098	2255	2215	226	167	5	1557	2196	2	7			
B¹ch Hæ Phiªu Phong Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	1									1876	1775	1895	1938	2157	2215	226	167	6	1439	2822	2	7			
B¹ch Hæ Phiªu Phong B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									2198	1815	1998	2118	2240	2215	226	167	7	1439	130	2	7			
B¹ch Hæ Phiªu Phong Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1876	1795	1895	1938	2178	2215	226	167	8	1439	2196	2	7			
B¹ch Hæ Phiªu Phong Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(9)	3	99999	10	0																						36	120	39	1									1875	1835	1896	2138	2255	2215	226	167	9	1558	2196	2	7			
B¹ch Hæ Phiªu Phong H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp B¹ch Hæ(10)	4	99999	10	0																						36	120	39	1									1875	1855	1896	2098	2255	2215	226	167	10	130		2	7			
B¹ch Hæ L­u V©n Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	4									1875	1855	1895	2098	1918	2215	227	168	1	1560	2196	2	7			
B¹ch Hæ L­u V©n Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1876	1775	1896	1938	2255	2215	227	168	2	1429	2196	2	7			
B¹ch Hæ L­u V©n Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	4									1875	1815	1895	2118	2255	2215	227	168	3	130		2	7			
B¹ch Hæ L­u V©n Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1876	1795	1896	1938	2255	2215	227	168	4	1429	1735	2	7			
B¹ch Hæ L­u V©n Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1876	1835	1895	2138	2255	2215	227	168	5	1561	2196	2	7			
B¹ch Hæ L­u V©n Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1876	1855	1895	2098	2157	2215	227	168	6	1429	2825	2	7			
B¹ch Hæ L­u V©n Tr­êng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									1958	1775	1998	1938	2255	2215	227	168	7	1429	130	2	7			
B¹ch Hæ L­u V©n Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1876	1815	1895	2118	2178	2215	227	168	8	1429	2196	2	7			
B¹ch Hæ L­u V©n H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	4									1875	1795	1896	1938	2255	2215	227	168	9	1562	2196	2	7			
B¹ch Hæ L­u V©n H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	4									1875	1835	1896	2138	2255	2215	227	168	10	130		2	7			
B¹ch Hæ Hµn Ngäc Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	4									1875	1855	1895	2098	1918	2215	228	169	1	1564	2196	2	7			
B¹ch Hæ Hµn Ngäc Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1876	1775	1896	1938	2255	2215	228	169	2	1429	2196	2	7			
B¹ch Hæ Hµn Ngäc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(3)	2	99999	10	0																						36	120	39	4									1875	1815	1895	2118	2255	2215	228	169	3	130		2	7			
B¹ch Hæ Hµn Ngäc Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1876	1795	1896	1938	2255	2215	228	169	4	1429	2196	2	7			
B¹ch Hæ Hµn Ngäc Thóc Yªu	0	6	1	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1876	1835	1895	2138	2255	2215	228	169	5	1565	2196	2	7			
B¹ch Hæ Hµn Ngäc Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1876	1855	1895	2098	2157	2215	228	169	6	1429	2826	2	7			
B¹ch Hæ Hµn Ngäc TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove02.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									1978	1775	2038	1938	2255	2215	228	169	7	1429	130	2	7			
B¹ch Hæ Hµn Ngäc Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1876	1815	1895	2118	2178	2215	228	169	8	1429	1736	2	7			
B¹ch Hæ Hµn Ngäc H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(9)	1	99999	10	0																						36	120	39	4									1875	1795	1896	1938	2255	2215	228	169	9	1566	2196	2	7			
B¹ch Hæ Hµn Ngäc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp B¹ch Hæ(10)	3	99999	10	0																						36	120	39	4									1875	1835	1896	2138	2255	2215	228	169	10	130		2	7			
B¹ch Hæ Hång Nhan Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(1)	4	99999	10	0																						36	120	39	5									1875	1775	1895	1938	1918	2215	229	170	1	1568	2196	2	7			
B¹ch Hæ Hång Nhan Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp B¹ch Hæ(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	5									1876	1815	1896	2118	2255	2215	229	170	2	1429	2196	2	7			
