0	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
造成中毒时间10				258	50	50	-1	-1	0	0	0
原减少中毒时间1				108	5	5	-1	-1	0	0	0
原减少中毒时间2				108	10	10	-1	-1	0	0	0
原减少中毒时间3				108	15	15	-1	-1	0	0	0
原减少中毒时间4				108	20	20	-1	-1	0	0	0
原减少中毒时间5				108	25	25	-1	-1	0	0	0
原减少中毒时间6				108	30	30	-1	-1	0	0	0
原减少中毒时间7				108	35	35	-1	-1	0	0	0
原减少中毒时间8				108	40	40	-1	-1	0	0	0
原减少中毒时间9				108	45	45	-1	-1	0	0	0
原减少中毒时间10				108	50	50	-1	-1	0	0	0
造成迟缓时间1				161	5	5	-1	-1	0	0	0
造成迟缓时间2				161	10	10	-1	-1	0	0	0
造成迟缓时间3				161	15	15	-1	-1	0	0	0
造成迟缓时间4				161	20	20	-1	-1	0	0	0
造成迟缓时间5				161	25	25	-1	-1	0	0	0
造成迟缓时间6				161	30	30	-1	-1	0	0	0
造成迟缓时间7				161	35	35	-1	-1	0	0	0
造成迟缓时间8				161	40	40	-1	-1	0	0	0
造成迟缓时间9				161	45	45	-1	-1	0	0	0
造成迟缓时间10				161	50	50	-1	-1	0	0	0
减少迟缓时间1				106	5	5	-1	-1	0	0	0
减少迟缓时间2				106	10	10	-1	-1	0	0	0
减少迟缓时间3				106	15	15	-1	-1	0	0	0
减少迟缓时间4				106	20	20	-1	-1	0	0	0
减少迟缓时间5				106	25	25	-1	-1	0	0	0
减少迟缓时间6				106	30	30	-1	-1	0	0	0
减少迟缓时间7				106	35	35	-1	-1	0	0	0
减少迟缓时间8				106	40	40	-1	-1	0	0	0
减少迟缓时间9				106	45	45	-1	-1	0	0	0
减少迟缓时间10				106	50	50	-1	-1	0	0	0
造成眩晕概率1				261	1	1	-1	-1	0	0	0
造成眩晕概率2				261	2	2	-1	-1	0	0	0
造成眩晕概率3				261	3	3	-1	-1	0	0	0
造成眩晕概率4				261	4	4	-1	-1	0	0	0
造成眩晕概率5				261	5	5	-1	-1	0	0	0
造成眩晕概率6				261	6	6	-1	-1	0	0	0
造成眩晕概率7				261	7	7	-1	-1	0	0	0
造成眩晕概率8				261	8	8	-1	-1	0	0	0
造成眩晕概率9				261	9	9	-1	-1	0	0	0
造成眩晕概率10				261	10	10	-1	-1	0	0	0
抵抗眩晕概率1				262	1	1	-1	-1	0	0	0
抵抗眩晕概率2				262	2	2	-1	-1	0	0	0
抵抗眩晕概率3				262	3	3	-1	-1	0	0	0
抵抗眩晕概率4				262	4	4	-1	-1	0	0	0
抵抗眩晕概率5				262	5	5	-1	-1	0	0	0
抵抗眩晕概率6				262	6	6	-1	-1	0	0	0
抵抗眩晕概率7				262	7	7	-1	-1	0	0	0
抵抗眩晕概率8				262	8	8	-1	-1	0	0	0
抵抗眩晕概率9				262	9	9	-1	-1	0	0	0
抵抗眩晕概率10				262	10	10	-1	-1	0	0	0
造成眩晕时间1				220	3	3	-1	-1	0	0	0
造成眩晕时间2				220	6	6	-1	-1	0	0	0
造成眩晕时间3				220	9	9	-1	-1	0	0	0
造成眩晕时间4				220	12	12	-1	-1	0	0	0
造成眩晕时间5				220	15	15	-1	-1	0	0	0
造成眩晕时间6				220	18	18	-1	-1	0	0	0
造成眩晕时间7				220	21	21	-1	-1	0	0	0
造成眩晕时间8				220	24	24	-1	-1	0	0	0
造成眩晕时间9				220	27	27	-1	-1	0	0	0
造成眩晕时间10				220	30	30	-1	-1	0	0	0
原减少眩晕时间1				110	3	3	-1	-1	0	0	0
原减少眩晕时间2				110	6	6	-1	-1	0	0	0
原减少眩晕时间3				110	9	9	-1	-1	0	0	0
原减少眩晕时间4				110	12	12	-1	-1	0	0	0
原减少眩晕时间5				110	15	15	-1	-1	0	0	0
原减少眩晕时间6				110	18	18	-1	-1	0	0	0
原减少眩晕时间7				110	21	21	-1	-1	0	0	0
原减少眩晕时间8				110	24	24	-1	-1	0	0	0
原减少眩晕时间9				110	27	27	-1	-1	0	0	0
原减少眩晕时间10				110	30	30	-1	-1	0	0	0
生命回复效率1				190	1	1	-1	-1	0	0	0
生命回复效率2				190	2	2	-1	-1	0	0	0
生命回复效率3				190	3	3	-1	-1	0	0	0
生命回复效率4				190	4	4	-1	-1	0	0	0
生命回复效率5				190	5	5	-1	-1	0	0	0
生命回复效率6				190	6	6	-1	-1	0	0	0
生命回复效率7				190	7	7	-1	-1	0	0	0
生命回复效率8				190	8	8	-1	-1	0	0	0
生命回复效率9				190	9	9	-1	-1	0	0	0
生命回复效率10				190	10	10	-1	-1	0	0	0
内力回复效率1				248	1	1	-1	-1	0	0	0
内力回复效率2				248	2	2	-1	-1	0	0	0
内力回复效率3				248	3	3	-1	-1	0	0	0
内力回复效率4				248	4	4	-1	-1	0	0	0
内力回复效率5				248	5	5	-1	-1	0	0	0
内力回复效率6				248	6	6	-1	-1	0	0	0
内力回复效率7				248	7	7	-1	-1	0	0	0
内力回复效率8				248	8	8	-1	-1	0	0	0
内力回复效率9				248	9	9	-1	-1	0	0	0
内力回复效率10				248	10	10	-1	-1	0	0	0
生命回复（点）1				88	5	5	-1	-1	0	0	0
生命回复（点）2				88	10	10	-1	-1	0	0	0
生命回复（点）3				88	15	15	-1	-1	0	0	0
生命回复（点）4				88	20	20	-1	-1	0	0	0
生命回复（点）5				88	25	25	-1	-1	0	0	0
生命回复（点）6				88	30	30	-1	-1	0	0	0
生命回复（点）7				88	35	35	-1	-1	0	0	0
生命回复（点）8				88	40	40	-1	-1	0	0	0
生命回复（点）9				88	45	45	-1	-1	0	0	0
生命回复（点）10				88	50	50	-1	-1	0	0	0
内力回复（点）1				92	5	5	-1	-1	0	0	0
内力回复（点）2				92	10	10	-1	-1	0	0	0
内力回复（点）3				92	15	15	-1	-1	0	0	0
内力回复（点）4				92	20	20	-1	-1	0	0	0
内力回复（点）5				92	25	25	-1	-1	0	0	0
内力回复（点）6				92	30	30	-1	-1	0	0	0
内力回复（点）7				92	35	35	-1	-1	0	0	0
内力回复（点）8				92	40	40	-1	-1	0	0	0
内力回复（点）9				92	45	45	-1	-1	0	0	0
内力回复（点）10				92	50	50	-1	-1	0	0	0
生命%1				234	1	1	-1	-1	0	0	0
生命%2				234	2	2	-1	-1	0	0	0
生命%3				234	3	3	-1	-1	0	0	0
生命%4				234	4	4	-1	-1	0	0	0
生命%5				234	5	5	-1	-1	0	0	0
生命%6				234	6	6	-1	-1	0	0	0
生命%7				234	7	7	-1	-1	0	0	0
生命%8				234	8	8	-1	-1	0	0	0
生命%9				234	9	9	-1	-1	0	0	0
生命%10				234	10	10	-1	-1	0	0	0
内力%1				236	1	1	-1	-1	0	0	0
内力%2				236	2	2	-1	-1	0	0	0
内力%3				236	3	3	-1	-1	0	0	0
内力%4				236	4	4	-1	-1	0	0	0
内力%5				236	5	5	-1	-1	0	0	0
内力%6				236	6	6	-1	-1	0	0	0
内力%7				236	7	7	-1	-1	0	0	0
内力%8				236	8	8	-1	-1	0	0	0
内力%9				236	9	9	-1	-1	0	0	0
内力%10				236	10	10	-1	-1	0	0	0
新抵消伤害1				237	5	5	-1	-1	0	0	0
新抵消伤害2				237	10	10	-1	-1	0	0	0
新抵消伤害3				237	15	15	-1	-1	0	0	0
新抵消伤害4				237	20	20	-1	-1	0	0	0
新抵消伤害5				237	25	25	-1	-1	0	0	0
新抵消伤害6				237	30	30	-1	-1	0	0	0
新抵消伤害7				237	35	35	-1	-1	0	0	0
新抵消伤害8				237	40	40	-1	-1	0	0	0
新抵消伤害9				237	45	45	-1	-1	0	0	0
新抵消伤害10				237	50	50	-1	-1	0	0	0
抵挡重击概率1				271	1	1	-1	-1	0	0	0
抵挡重击概率2				271	2	2	-1	-1	0	0	0
抵挡重击概率3				271	3	3	-1	-1	0	0	0
抵挡重击概率4				271	4	4	-1	-1	0	0	0
抵挡重击概率5				271	5	5	-1	-1	0	0	0
抵挡重击概率6				271	6	6	-1	-1	0	0	0
抵挡重击概率7				271	7	7	-1	-1	0	0	0
抵挡重击概率8				271	8	8	-1	-1	0	0	0
抵挡重击概率9				271	9	9	-1	-1	0	0	0
抵挡重击概率10				271	10	10	-1	-1	0	0	0
忽略对方普防1				263	2	2	-1	-1	0	0	0
忽略对方普防2				263	4	4	-1	-1	0	0	0
忽略对方普防3				263	6	6	-1	-1	0	0	0
忽略对方普防4				263	8	8	-1	-1	0	0	0
忽略对方普防5				263	10	10	-1	-1	0	0	0
忽略对方普防6				263	12	12	-1	-1	0	0	0
忽略对方普防7				263	14	14	-1	-1	0	0	0
忽略对方普防8				263	16	16	-1	-1	0	0	0
忽略对方普防9				263	18	18	-1	-1	0	0	0
忽略对方普防10				263	20	20	-1	-1	0	0	0
忽略对方毒防1				264	2	2	-1	-1	0	0	0
忽略对方毒防2				264	4	4	-1	-1	0	0	0
忽略对方毒防3				264	6	6	-1	-1	0	0	0
忽略对方毒防4				264	8	8	-1	-1	0	0	0
忽略对方毒防5				264	10	10	-1	-1	0	0	0
忽略对方毒防6				264	12	12	-1	-1	0	0	0
忽略对方毒防7				264	14	14	-1	-1	0	0	0
忽略对方毒防8				264	16	16	-1	-1	0	0	0
忽略对方毒防9				264	18	18	-1	-1	0	0	0
忽略对方毒防10				264	20	20	-1	-1	0	0	0
忽略对方冰防1				265	2	2	-1	-1	0	0	0
忽略对方冰防2				265	4	4	-1	-1	0	0	0
忽略对方冰防3				265	6	6	-1	-1	0	0	0
忽略对方冰防4				265	8	8	-1	-1	0	0	0
忽略对方冰防5				265	10	10	-1	-1	0	0	0
忽略对方冰防6				265	12	12	-1	-1	0	0	0
忽略对方冰防7				265	14	14	-1	-1	0	0	0
忽略对方冰防8				265	16	16	-1	-1	0	0	0
忽略对方冰防9				265	18	18	-1	-1	0	0	0
忽略对方冰防10				265	20	20	-1	-1	0	0	0
忽略对方火防1				266	2	2	-1	-1	0	0	0
忽略对方火防2				266	4	4	-1	-1	0	0	0
忽略对方火防3				266	6	6	-1	-1	0	0	0
忽略对方火防4				266	8	8	-1	-1	0	0	0
忽略对方火防5				266	10	10	-1	-1	0	0	0
忽略对方火防6				266	12	12	-1	-1	0	0	0
忽略对方火防7				266	14	14	-1	-1	0	0	0
忽略对方火防8				266	16	16	-1	-1	0	0	0
忽略对方火防9				266	18	18	-1	-1	0	0	0
忽略对方火防10				266	20	20	-1	-1	0	0	0
忽略对方雷防1				267	2	2	-1	-1	0	0	0
忽略对方雷防2				267	4	4	-1	-1	0	0	0
忽略对方雷防3				267	6	6	-1	-1	0	0	0
忽略对方雷防4				267	8	8	-1	-1	0	0	0
忽略对方雷防5				267	10	10	-1	-1	0	0	0
忽略对方雷防6				267	12	12	-1	-1	0	0	0
忽略对方雷防7				267	14	14	-1	-1	0	0	0
忽略对方雷防8				267	16	16	-1	-1	0	0	0
忽略对方雷防9				267	18	18	-1	-1	0	0	0
忽略对方雷防10				267	20	20	-1	-1	0	0	0
新雷防（60）				229	60	60	-1	-1	0	0	0
新普防（60）				231	60	60	-1	-1	0	0	0
新抵消伤害75				237	75	75	-1	-1	0	0	0
攻击技能加成55				243	55	55	-1	-1	0	0	0
格挡（5）				226	5	5	-1	-1	0	0	0
重击（5）				227	5	5	-1	-1	0	0	0
迟缓时间（100）				106	100	100	-1	-1	0	0	0
五行强化值(1级)				246	250	250	-1	-1	0	0	0
五行强化值(2级)				246	500	500	-1	-1	0	0	0
五行强化值(3级)				246	750	750	-1	-1	0	0	0
五行强化值(4级)				246	1000	1000	-1	-1	0	0	0
五行强化值(5级)				246	1250	1250	-1	-1	0	0	0
五行强化值(6级)				246	1500	1500	-1	-1	0	0	0
五行强化值(7级)				246	1750	1750	-1	-1	0	0	0
五行强化值(8级)				246	2000	2000	-1	-1	0	0	0
五行强化值(9级)				246	2250	2250	-1	-1	0	0	0
五行强化值(10级)				246	2500	2500	-1	-1	0	0	0
五行弱化值(1级)				247	250	250	-1	-1	0	0	0
五行弱化值(2级)				247	500	500	-1	-1	0	0	0
五行弱化值(3级)				247	750	750	-1	-1	0	0	0
五行弱化值(4级)				247	1000	1000	-1	-1	0	0	0
五行弱化值(5级)				247	1250	1250	-1	-1	0	0	0
五行弱化值(6级)				247	1500	1500	-1	-1	0	0	0
五行弱化值(7级)				247	1750	1750	-1	-1	0	0	0
五行弱化值(8级)				247	2000	2000	-1	-1	0	0	0
五行弱化值(9级)				247	2250	2250	-1	-1	0	0	0
五行弱化值(10级)				247	2500	2500	-1	-1	0	0	0
对金系伤害增加1%				276	1	1	-1	-1	0	0	0
对金系伤害增加2%				276	2	2	-1	-1	0	0	0
对金系伤害增加3%				276	3	3	-1	-1	0	0	0
对金系伤害增加4%				276	4	4	-1	-1	0	0	0
对金系伤害增加5%				276	5	5	-1	-1	0	0	0
对金系伤害增加6%				276	6	6	-1	-1	0	0	0
对金系伤害增加7%				276	7	7	-1	-1	0	0	0
对金系伤害增加8%				276	8	8	-1	-1	0	0	0
对金系伤害增加9%				276	9	9	-1	-1	0	0	0
对金系伤害增加10%				276	10	10	-1	-1	0	0	0
减少来自金系的伤害2%				277	2	2	-1	-1	0	0	0
减少来自金系的伤害4%				277	4	4	-1	-1	0	0	0
减少来自金系的伤害6%				277	6	6	-1	-1	0	0	0
减少来自金系的伤害8%				277	8	8	-1	-1	0	0	0
减少来自金系的伤害10%				277	10	10	-1	-1	0	0	0
减少来自金系的伤害12%				277	12	12	-1	-1	0	0	0
减少来自金系的伤害14%				277	14	14	-1	-1	0	0	0
减少来自金系的伤害16%				277	16	16	-1	-1	0	0	0
减少来自金系的伤害18%				277	18	18	-1	-1	0	0	0
减少来自金系的伤害20%				277	20	20	-1	-1	0	0	0
对木系伤害增加1%				278	1	1	-1	-1	0	0	0
对木系伤害增加2%				278	2	2	-1	-1	0	0	0
对木系伤害增加3%				278	3	3	-1	-1	0	0	0
对木系伤害增加4%				278	4	4	-1	-1	0	0	0
对木系伤害增加5%				278	5	5	-1	-1	0	0	0
对木系伤害增加6%				278	6	6	-1	-1	0	0	0
对木系伤害增加7%				278	7	7	-1	-1	0	0	0
对木系伤害增加8%				278	8	8	-1	-1	0	0	0
对木系伤害增加9%				278	9	9	-1	-1	0	0	0
对木系伤害增加10%				278	10	10	-1	-1	0	0	0
减少来自木系的伤害2%				279	2	2	-1	-1	0	0	0
减少来自木系的伤害4%				279	4	4	-1	-1	0	0	0
减少来自木系的伤害6%				279	6	6	-1	-1	0	0	0
减少来自木系的伤害8%				279	8	8	-1	-1	0	0	0
减少来自木系的伤害10%				279	10	10	-1	-1	0	0	0
减少来自木系的伤害12%				279	12	12	-1	-1	0	0	0
减少来自木系的伤害14%				279	14	14	-1	-1	0	0	0
减少来自木系的伤害16%				279	16	16	-1	-1	0	0	0
减少来自木系的伤害18%				279	18	18	-1	-1	0	0	0
减少来自木系的伤害20%				279	20	20	-1	-1	0	0	0
对水系的伤害增加1%				280	1	1	-1	-1	0	0	0
对水系的伤害增加2%				280	2	2	-1	-1	0	0	0
对水系的伤害增加3%				280	3	3	-1	-1	0	0	0
对水系的伤害增加4%				280	4	4	-1	-1	0	0	0
对水系的伤害增加5%				280	5	5	-1	-1	0	0	0
对水系的伤害增加6%				280	6	6	-1	-1	0	0	0
对水系的伤害增加7%				280	7	7	-1	-1	0	0	0
对水系的伤害增加8%				280	8	8	-1	-1	0	0	0
对水系的伤害增加9%				280	9	9	-1	-1	0	0	0
对水系的伤害增加10%				280	10	10	-1	-1	0	0	0
减少来自水系的伤害2%				281	2	2	-1	-1	0	0	0
减少来自水系的伤害4%				281	4	4	-1	-1	0	0	0
减少来自水系的伤害6%				281	6	6	-1	-1	0	0	0
减少来自水系的伤害8%				281	8	8	-1	-1	0	0	0
减少来自水系的伤害10%				281	10	10	-1	-1	0	0	0
减少来自水系的伤害12%				281	12	12	-1	-1	0	0	0
减少来自水系的伤害14%				281	14	14	-1	-1	0	0	0
减少来自水系的伤害16%				281	16	16	-1	-1	0	0	0
减少来自水系的伤害18%				281	18	18	-1	-1	0	0	0
减少来自水系的伤害20%				281	20	20	-1	-1	0	0	0
对火系伤害增加1%				282	1	1	-1	-1	0	0	0
对火系伤害增加2%				282	2	2	-1	-1	0	0	0
对火系伤害增加3%				282	3	3	-1	-1	0	0	0
对火系伤害增加4%				282	4	4	-1	-1	0	0	0
对火系伤害增加5%				282	5	5	-1	-1	0	0	0
对火系伤害增加6%				282	6	6	-1	-1	0	0	0
对火系伤害增加7%				282	7	7	-1	-1	0	0	0
对火系伤害增加8%				282	8	8	-1	-1	0	0	0
对火系伤害增加9%				282	9	9	-1	-1	0	0	0
对火系伤害增加10%				282	10	10	-1	-1	0	0	0
减少来自火系的伤害2%				283	2	2	-1	-1	0	0	0
减少来自火系的伤害4%				283	4	4	-1	-1	0	0	0
减少来自火系的伤害6%				283	6	6	-1	-1	0	0	0
减少来自火系的伤害8%				283	8	8	-1	-1	0	0	0
减少来自火系的伤害10%				283	10	10	-1	-1	0	0	0
减少来自火系的伤害12%				283	12	12	-1	-1	0	0	0
减少来自火系的伤害14%				283	14	14	-1	-1	0	0	0
减少来自火系的伤害16%				283	16	16	-1	-1	0	0	0
减少来自火系的伤害18%				283	18	18	-1	-1	0	0	0
减少来自火系的伤害20%				283	20	20	-1	-1	0	0	0
对土系伤害增加1%				284	1	1	-1	-1	0	0	0
对土系伤害增加2%				284	2	2	-1	-1	0	0	0
对土系伤害增加3%				284	3	3	-1	-1	0	0	0
对土系伤害增加4%				284	4	4	-1	-1	0	0	0
对土系伤害增加5%				284	5	5	-1	-1	0	0	0
对土系伤害增加6%				284	6	6	-1	-1	0	0	0
对土系伤害增加7%				284	7	7	-1	-1	0	0	0
对土系伤害增加8%				284	8	8	-1	-1	0	0	0
对土系伤害增加9%				284	9	9	-1	-1	0	0	0
对土系伤害增加10%				284	10	10	-1	-1	0	0	0
减少来自土系的伤害2%				285	2	2	-1	-1	0	0	0
减少来自土系的伤害4%				285	4	4	-1	-1	0	0	0
减少来自土系的伤害6%				285	6	6	-1	-1	0	0	0
减少来自土系的伤害8%				285	8	8	-1	-1	0	0	0
减少来自土系的伤害10%				285	10	10	-1	-1	0	0	0
减少来自土系的伤害12%				285	12	12	-1	-1	0	0	0
减少来自土系的伤害14%				285	14	14	-1	-1	0	0	0
减少来自土系的伤害16%				285	16	16	-1	-1	0	0	0
减少来自土系的伤害18%				285	18	18	-1	-1	0	0	0
减少来自土系的伤害20%				285	20	20	-1	-1	0	0	0
远程反弹1				120	3	5	-1	-1	0	0	0
远程反弹2				120	5	8	-1	-1	0	0	0
远程反弹3				120	1	1	-1	-1	0	0	0
远程反弹4				120	1	1	-1	-1	0	0	0
远程反弹5				120	1	1	-1	-1	0	0	0
新生命%1				234	5	10	-1	-1	0	0	0
新生命%2				234	10	15	-1	-1	0	0	0
新生命%3				234	1	1	-1	-1	0	0	0
新生命%4				234	1	1	-1	-1	0	0	0
新生命%5				234	1	1	-1	-1	0	0	0
缩短毒发间隔1				164	3	5	-1	-1	0	0	0
缩短毒发间隔2				164	5	7	-1	-1	0	0	0
缩短毒发间隔3				164	1	1	-1	-1	0	0	0
缩短毒发间隔4				164	1	1	-1	-1	0	0	0
缩短毒发间隔5				164	1	1	-1	-1	0	0	0
重击1				227	1	2	-1	-1	0	0	0
重击2				227	2	3	-1	-1	0	0	0
重击3				227	1	1	-1	-1	0	0	0
重击4				227	1	1	-1	-1	0	0	0
重击5				227	1	1	-1	-1	0	0	0
造成迟缓时间1				161	10	20	-1	-1	0	0	0
造成迟缓时间2				161	20	30	-1	-1	0	0	0
造成迟缓时间3				161	1	1	-1	-1	0	0	0
造成迟缓时间4				161	1	1	-1	-1	0	0	0
造成迟缓时间5				161	1	1	-1	-1	0	0	0
加深伤害1				269	10	15	-1	-1	0	0	0
加深伤害2				269	15	25	-1	-1	0	0	0
加深伤害3				269	1	1	-1	-1	0	0	0
加深伤害4				269	1	1	-1	-1	0	0	0
加深伤害5				269	1	1	-1	-1	0	0	0
抵消格挡1				270	1	3	-1	-1	0	0	0
抵消格挡2				270	2	5	-1	-1	0	0	0
抵消格挡3				270	1	1	-1	-1	0	0	0
抵消格挡4				270	1	1	-1	-1	0	0	0
抵消格挡5				270	1	1	-1	-1	0	0	0
造成眩晕概率1				261	1	3	-1	-1	0	0	0
造成眩晕概率2				261	2	5	-1	-1	0	0	0
造成眩晕概率3				261	1	1	-1	-1	0	0	0
造成眩晕概率4				261	1	1	-1	-1	0	0	0
造成眩晕概率5				261	1	1	-1	-1	0	0	0
造成眩晕时间1				220	5	15	-1	-1	0	0	0
造成眩晕时间2				220	10	20	-1	-1	0	0	0
造成眩晕时间3				220	1	1	-1	-1	0	0	0
造成眩晕时间4				220	1	1	-1	-1	0	0	0
造成眩晕时间5				220	1	1	-1	-1	0	0	0
黑神头盔技能				139	2	2	-1	-1	1249	1249	0
黑神护腕技能				139	2	2	-1	-1	1251	1251	0
黑神道袍技能				139	2	2	-1	-1	1253	1253	0
黑神鞋子技能				139	2	2	-1	-1	1255	1255	0
黑神腰带技能				139	2	2	-1	-1	1257	1257	0
新生命（999）				233	999	999	-1	-1	0	0	0
新内力（999）				235	999	999	-1	-1	0	0	0
普抗65				231	65	65	-1	-1	0	0	0
毒抗65				228	65	65	-1	-1	0	0	0
冰抗65				232	65	65	-1	-1	0	0	0
火抗65				230	65	65	-1	-1	0	0	0
雷抗65				229	65	65	-1	-1	0	0	0
中毒时间95				108	95	95	-1	-1	0	0	0
迟缓时间95				106	95	95	-1	-1	0	0	0
晕眩时间95				110	95	95	-1	-1	0	0	0
生命回复效率(20)				190	20	20	-1	-1	0	0	0
攻击技能加成（48）				243	48	48	-1	-1	0	0	0
打击回复71				245	76	76	-1	-1	0	0	0
抵消伤害65				237	65	65	-1	-1	0	0	0
跑速80%				111	80	80	-1	-1	0	0	0
黑神头盔技能				139	1	1	-1	-1	1249	1249	0
黑神护腕技能				139	1	1	-1	-1	1251	1251	0
黑神道袍技能				139	1	1	-1	-1	1253	1253	0
黑神鞋子技能				139	1	1	-1	-1	1255	1255	0
黑神腰带技能				139	1	1	-1	-1	1257	1257	0
新生命（888）				233	888	888	-1	-1	0	0	0
新内力（888）				235	888	888	-1	-1	0	0	0
普抗60				231	60	60	-1	-1	0	0	0
毒抗60				228	60	60	-1	-1	0	0	0
冰抗60				232	60	60	-1	-1	0	0	0
火抗60				230	60	60	-1	-1	0	0	0
雷抗60				229	60	60	-1	-1	0	0	0
中毒时间90				108	90	90	-1	-1	0	0	0
迟缓时间90				106	90	90	-1	-1	0	0	0
晕眩时间90				110	90	90	-1	-1	0	0	0
生命回复效率(16)				190	16	16	-1	-1	0	0	0
攻击技能加成（45）				243	45	45	-1	-1	0	0	0
打击回复71				245	71	71	-1	-1	0	0	0
抵消伤害60				237	60	60	-1	-1	0	0	0
跑速80%				111	80	80	-1	-1	0	0	0
黑神头盔技能				139	1	1	-1	-1	1249	1249	0
黑神护腕技能				139	1	1	-1	-1	1251	1251	0
黑神道袍技能				139	1	1	-1	-1	1253	1253	0
黑神鞋子技能				139	1	1	-1	-1	1255	1255	0
黑神腰带技能				139	1	1	-1	-1	1257	1257	0
新生命（840）				233	840	840	-1	-1	0	0	0
新内力（840）				235	840	840	-1	-1	0	0	0
普抗60				231	60	60	-1	-1	0	0	0
毒抗60				228	60	60	-1	-1	0	0	0
冰抗60				232	60	60	-1	-1	0	0	0
火抗60				230	60	60	-1	-1	0	0	0
雷抗60				229	60	60	-1	-1	0	0	0
中毒时间90				108	90	90	-1	-1	0	0	0
迟缓时间90				106	90	90	-1	-1	0	0	0
晕眩时间90				110	90	90	-1	-1	0	0	0
生命回复效率(14)				190	14	14	-1	-1	0	0	0
攻击技能加成（45）				243	45	45	-1	-1	0	0	0
打击回复71				245	71	71	-1	-1	0	0	0
抵消伤害60				237	60	60	-1	-1	0	0	0
跑速80%				111	80	80	-1	-1	0	0	0
剑宗总决				139	1	1	-1	-1	1349	1349	0
金雁横空				139	1	1	-1	-1	1351	1351	0
天绅倒悬				139	1	1	-1	-1	1355	1355	0
苍松迎客				139	1	1	-1	-1	1360	1360	0
夺命连环三仙剑				139	1	1	-1	-1	1364	1364	0
气贯长虹				139	1	1	-1	-1	1379	1379	0
清风送爽				139	1	1	-1	-1	1372	1372	0
龙旋剑气				139	1	1	-1	-1	1376	1376	0
摩云剑气				139	1	1	-1	-1	1380	1380	0
劈石破玉				139	1	1	-1	-1	1382	1382	0
剑宗总决				139	2	2	-1	-1	1349	1349	0
金雁横空				139	2	2	-1	-1	1351	1351	0
天绅倒悬				139	2	2	-1	-1	1355	1355	0
苍松迎客				139	2	2	-1	-1	1360	1360	0
夺命连环三仙剑				139	2	2	-1	-1	1364	1364	0
气贯长虹				139	2	2	-1	-1	1379	1379	0
清风送爽				139	2	2	-1	-1	1372	1372	0
龙旋剑气				139	2	2	-1	-1	1376	1376	0
摩云剑气				139	2	2	-1	-1	1380	1380	0
劈石破玉				139	2	2	-1	-1	1382	1382	0
剑宗总决				139	3	3	-1	-1	1349	1349	0
金雁横空				139	3	3	-1	-1	1351	1351	0
天绅倒悬				139	3	3	-1	-1	1355	1355	0
苍松迎客				139	3	3	-1	-1	1360	1360	0
夺命连环三仙剑				139	3	3	-1	-1	1364	1364	0
气贯长虹				139	3	3	-1	-1	1379	1379	0
清风送爽				139	3	3	-1	-1	1372	1372	0
龙旋剑气				139	3	3	-1	-1	1376	1376	0
摩云剑气				139	3	3	-1	-1	1380	1380	0
劈石破玉				139	3	3	-1	-1	1382	1382	0
远程反弹1				120	5	5	-1	-1	0	0	0
远程反弹2				120	8	8	-1	-1	0	0	0
远程反弹3				120	1	1	-1	-1	0	0	0
远程反弹4				120	1	1	-1	-1	0	0	0
远程反弹5				120	1	1	-1	-1	0	0	0
新生命%1				234	10	10	-1	-1	0	0	0
新生命%2				234	15	15	-1	-1	0	0	0
新生命%3				234	1	1	-1	-1	0	0	0
新生命%4				234	1	1	-1	-1	0	0	0
新生命%5				234	1	1	-1	-1	0	0	0
缩短毒发间隔1				164	5	5	-1	-1	0	0	0
缩短毒发间隔2				164	7	7	-1	-1	0	0	0
缩短毒发间隔3				164	1	1	-1	-1	0	0	0
缩短毒发间隔4				164	1	1	-1	-1	0	0	0
缩短毒发间隔5				164	1	1	-1	-1	0	0	0
重击1				227	2	2	-1	-1	0	0	0
重击2				227	3	3	-1	-1	0	0	0
重击3				227	1	1	-1	-1	0	0	0
重击4				227	1	1	-1	-1	0	0	0
重击5				227	1	1	-1	-1	0	0	0
造成迟缓时间1				161	20	20	-1	-1	0	0	0
造成迟缓时间2				161	30	30	-1	-1	0	0	0
造成迟缓时间3				161	1	1	-1	-1	0	0	0
造成迟缓时间4				161	1	1	-1	-1	0	0	0
造成迟缓时间5				161	1	1	-1	-1	0	0	0
加深伤害1				269	15	15	-1	-1	0	0	0
加深伤害2				269	25	25	-1	-1	0	0	0
加深伤害3				269	1	1	-1	-1	0	0	0
加深伤害4				269	1	1	-1	-1	0	0	0
加深伤害5				269	1	1	-1	-1	0	0	0
抵消格挡1				270	3	3	-1	-1	0	0	0
抵消格挡2				270	5	5	-1	-1	0	0	0
抵消格挡3				270	1	1	-1	-1	0	0	0
抵消格挡4				270	1	1	-1	-1	0	0	0
抵消格挡5				270	1	1	-1	-1	0	0	0
造成眩晕概率1				261	3	3	-1	-1	0	0	0
造成眩晕概率2				261	5	5	-1	-1	0	0	0
造成眩晕概率3				261	1	1	-1	-1	0	0	0
造成眩晕概率4				261	1	1	-1	-1	0	0	0
造成眩晕概率5				261	1	1	-1	-1	0	0	0
造成眩晕时间1				220	15	15	-1	-1	0	0	0
造成眩晕时间2				220	20	20	-1	-1	0	0	0
