名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1(0级)	魔法属性索引1(10级)	魔法属性索引2(0级)	魔法属性索引2(10级)	魔法属性索引3(0级)	魔法属性索引3(10级)	魔法属性索引4(0级)	魔法属性索引4(10级)	魔法属性索引5(0级)	魔法属性索引5(10级)	魔法属性索引6(0级)	魔法属性索引6(10级)	所在套装	6级技能ID	10级技能ID	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
凌岳之上善若水腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，套装第十件	2	99999	10	0	30	140	140	31	80	80																36	120	39	8									694	130	702	753	746	302	79	20	10	131	837								
及丰之碧月登云靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，套装第六件	1	99999	10	0	30	140	140	31	80	80																36	120	39	8									694	587	702	419	723	423	80	21	6	836	837								
及丰之凭虚冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	黄金装备，套装第七件	2	99999	10	0	30	315	315	31	85	85																36	120	39	8									694	598	702	439	723		80	21	7	838	836								
及丰之两仪袍	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，套装第八件	0	99999	8	0	30	630	630	31	80	80																36	120	39	8									694	695	423	598	723	597	80	21	8	738	837								
及丰之紫霞佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第九件	3	99999	10	0																						36	120	39	8									673	713	674	534	550		80	21	9	130	836								
及丰之化蝶坐忘戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，套装第十件	4	99999	10	0																						36	120	39	8									694	130	702	753	746		80	21	10	131	837								
霜晶之风雷护心符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	0	99999	10	0																						36	120	39	9									731	79	419	322	723	694	81	22	6	836	837								
霜晶之步罡踏斗靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，套装第七件	1	99999	10	0	30	140	140	31	80	80																36	120	39	9									694	587	702	622	723	640	81	22	7	838	836								
霜晶之玄典纯阳冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	黄金装备，套装第八件	2	99999	10	0	30	315	315	31	85	85																36	120	39	9									694	637	702	439	723	419	81	22	8	738	837								
霜晶之九霄尊道袍	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，套装第九件	0	99999	8	0	30	630	630	31	80	80																36	120	39	9									694	695	423	637	723	746	81	22	9	130	836								
霜晶之驱邪镇煞戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，套装第十件	4	99999	10	0																						36	120	39	9									694	130	702	753	746		81	22	10	131	837								
雷穹之北乾靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，套装第六件	0	99999	10	0	30	140	140	31	80	80																36	120	39	9									694	587	702	637	722	636	82	23	6	836	837								
雷穹之七星剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	黄金装备，套装第七件	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	39	9									694	597	702	423	634	168	82	23	7	838	836								
雷穹之玉枢袍	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，套装第八件	3	99999	8	0	30	630	630	31	80	80																36	120	39	9									694	695	720	637	598		82	23	8	738	837								
雷穹之星辰佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第九件	2	99999	10	0																						36	120	39	9									673	713	674	534	550		82	23	9	130	836								
雷穹之碧落戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，套装第十件	1	99999	10	0																						36	120	39	9									694	130	702	753	746		82	23	10	131	837								
[宋金]梦龙之净沙念珠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	2	999	10	0																						36	120	39	0									731	438	321	79	723	720	60	1	6	836	837								
[宋金]梦龙之菩提缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，套装第七件	1	999	10	0	28	60	60	29	100	100	167	0	0	31	99	99										36	120	39	0									694	625	46	69	113	155	60	1	7	838	836								
[宋金]梦龙之渡水靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，套装第八件	3	999	10	0	30	160	160	31	80	80																36	120	39	0									694	588	702	637	723		60	1	8	738	837								
[宋金]梦龙之降魔腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备，套装第九件	4	999	10	0	30	135	135	31	80	80																36	120	39	0									694	637	702	642	723		60	1	9	130	836								
[宋金]梦龙之明王戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	0									694	130	702	749	746		60	1	10	131	837								
[宋金]伏魔之无涯念珠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	4	999	10	0																						36	120	39	0									731	438	321	79	723	720	61	2	6	836	837								
[宋金]伏魔之明镜僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备，套装第七件	0	999	10	0	30	360	360	31	85	85																36	120	39	0									694	835	591	598	155		61	2	7	838	836								
[宋金]伏魔之往生袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备，套装第八件	4	999	10	0	30	720	720	31	90	90																36	120	39	0									694	675	174	637	702		61	2	8	738	837								
[宋金]伏魔之大慈佛戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第九件	2	999	10	0																						36	120	39	0									784	637	702	639	723		61	2	9	130	836								
[宋金]伏魔之大悲佛戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	0									694	130	702	749	746		61	2	10	131	837								
[宋金]四空之舍利佛珠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	4	999	10	0																						36	120	39	0									731	438	321	79	723	720	62	3	6	836	837								
[宋金]四空之无相僧帽	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	黄金装备，套装第七件	0	999	10	0	30	360	360	31	85	85																36	120	39	0									694	591	702	598	155	423	62	3	7	838	836								
[宋金]四空之宏愿袈裟	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	黄金装备，套装第八件	4	999	10	0	30	720	720	31	90	90																36	120	39	0									694	675	174	637	702		62	3	8	738	837								
[宋金]四空之极乐软扣	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第九件	1	999	10	0																						36	120	39	0									784	637	702	639	723		62	3	9	130	836								
[宋金]四空之同归佛戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	0									694	130	702	749	746		62	3	10	131	837								
[宋金]撼天之风雷挂坠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	0	999	10	0																						36	120	39	1									694	88	598	687	107		63	4	6	836	837								
[宋金]撼天之照胆金盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备，套装第七件	2	999	10	0	30	360	360	31	85	85																36	120	39	1									694	637	54	642	723		63	4	7	838	836								
[宋金]撼天之锐金佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第八件	3	999	10	0																						36	120	39	1									673	713	54	534	550		63	4	8	738	837								
[宋金]撼天之明珠戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第九件	1	999	10	0																						36	120	39	1									694	749	54	746	723		63	4	9	130	836								
[宋金]撼天之幻灭戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第十件	4	999	10	0																						36	120	39	1									694	130	702	749	746		63	4	10	131	837								
[宋金]继业之霸下镇岳坠	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	0	999	10	0																						36	120	39	1									694	88	598	687	107		64	5	6	836	837								
[宋金]继业之青龙啸月盔	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	黄金装备，套装第七件	2	999	10	0	30	360	360	31	85	85																36	120	39	1									694	637	54	642	723		64	5	7	838	836								
[宋金]继业之共工镇邪佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第八件	3	999	10	0																						36	120	39	1									673	713	54	534	550		64	5	8	738	837								
[宋金]继业之凤睛环彩戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第九件	1	999	10	0																						36	120	39	1									694	749	54	746	723		64	5	9	130	836								
[宋金]继业之血海溶金戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第十件	4	999	10	0																						36	120	39	1									694	130	702	749	746		64	5	10	131	837								
[宋金]御龙之风雷靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，套装第六件	1	999	10	0	30	160	160	31	80	80																36	120	39	1									694	588	763	638	678		65	6	6	836	837								
[宋金]御龙之定光黄金铠	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	25	2	3	黄金装备，套装第七件	0	999	10	0	30	720	720	31	90	90																36	120	39	1									694	675	832	598	678		65	6	7	838	836								
[宋金]御龙之开山玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，套装第八件	3	999	10	0																						36	120	39	1									673	713	54	534	550		65	6	8	738	837								
[宋金]御龙之咒天束腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备，套装第九件	3	999	10	0	30	135	135	31	80	80																36	120	39	1									694	749	54	746	723		65	6	9	130	836								
[宋金]御龙之正气指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，套装第十件	4	999	10	0																						36	120	39	1									694	130	702	749	746		65	6	10	131	837								
[宋金]无间之云水禅心链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，套装第六件	1	999	10	0																						36	120	39	4									731	419	321	322	723		66	7	6	836	837								
[宋金]无间之琼霜蕴玉冠	0	7	7	\spr\item\equip\cap\obj-fm-cap03-2.spr	28	2	2	黄金装备，套装第七件	1	999	10	0	30	315	315	31	85	85																36	120	39	4									694	309	702	596	420		66	7	7	838	836								
[宋金]无间之沐水秋裳	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，套装第八件	4	999	10	0	30	630	630	31	90	90																36	120	39	4									694	695	423	637	723		66	7	8	738	837								
[宋金]无间之月影轮秋扣	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	黄金装备，套装第九件	1	999	10	0																						36	120	39	4									673	636	674	720	550		66	7	9	130	836								
[宋金]无间之冰泪静心指环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	4									694	130	702	751	746		66	7	10	131	837								
[宋金]无魇之繁花结	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，套装第六件	4	999	10	0																						36	120	39	4									694	88	702	95	107		67	8	6	836	837								
[宋金]无魇之凝冰玉手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，套装第七件	0	999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	39	4									694	596	702	639	633	157	67	8	7	838	836								
[宋金]无魇之云海裳	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，套装第八件	4	999	10	0	30	630	630	31	90	90																36	120	39	4									694	695	423	637	427	597	67	8	8	738	837								
[宋金]无魇之灵韵袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，套装第九件	1	999	10	0	30	135	135	31	80	80																36	120	39	4									694	638	720	637	702	746	67	8	9	130	836								
[宋金]无魇之佛偈般指	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，套装第十件	2	999	10	0																						36	120	39	4									694	130	702	751	746		67	8	10	131	837								
[宋金]栖凰之梧桐听雨链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，套装第六件	4	999	10	0																						36	120	39	5									731	438	321	79	723	720	68	9	6	836	837								
[宋金]栖凰之踏月留香屐	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，套装第七件	2	999	10	0	30	140	140	31	80	80																36	120	39	5									694	587	702	596	723	597	68	9	7	838	836								
[宋金]栖凰之花语冠	0	7	13	\spr\item\equip\cap\obj-fm-cap19-1.spr	28	2	2	黄金装备，套装第八件	0	999	10	0	30	315	315	31	85	85																36	120	39	5									694	638	702	640	723	746	68	9	8	738	837								
[宋金]栖凰之晓寒纱衣	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，套装第九件	4	999	10	0	30	630	630	31	90	90																36	120	39	5									694	695	423	637	723	597	68	9	9	130	836								
[宋金]栖凰之秋水映月戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	5									694	130	702	751	746		68	9	10	131	837								
[宋金]碧海之环珠雨链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，套装第六件	0	999	10	0																						36	120	39	5									731	438	321	79	427	423	69	10	6	836	837								
[宋金]碧海之绣彩织藤屐	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，套装第七件	1	999	10	0	30	140	140	31	80	80																36	120	39	5									694	587	702	596	637	720	69	10	7	838	836								
[宋金]碧海之沐雪裳	0	2	16	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，套装第八件	0	999	10	0	30	630	630	31	90	90																36	120	39	5									694	695	423	637	427	597	69	10	8	738	837								
[宋金]碧海之彩岚袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，套装第九件	3	999	10	0	30	135	135	31	80	80																36	120	39	5									694	637	702	682	427	746	69	10	9	130	836								
[宋金]碧海之天魅戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，套装第十件	4	999	10	0																						36	120	39	5									694	130	702	751	746		69	10	10	131	837								
[宋金]幽胧之夺命项圈	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	0	999	10	0																						36	120	39	3									731	732	79	842	733	640	70	11	6	836	837								
[宋金]幽胧之白骨爪	0	0	6	\spr\item\equip\bangle\obj-bangle18.spr	9	1	2	黄金装备，套装第七件	2	999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	39	3									694	597	702	720	839	302	70	11	7	838	836								
[宋金]幽胧之碧焰佩	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，套装第八件	3	999	10	0																						36	120	39	3									673	713	674	534	550		70	11	8	738	837								
[宋金]幽胧之噬魂戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第九件	1	999	10	0																						36	120	39	3									694	637	702	746	733		70	11	9	130	836								
[宋金]幽胧之滴血戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第十件	4	999	10	0																						36	120	39	3									694	130	702	378	746		70	11	10	131	837								
[宋金]冥幻之噬血灭气符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	0	999	10	0																						36	120	39	3									731	598	321	322	723	720	71	12	6	836	837								
[宋金]冥幻之万毒焚心靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，套装第七件	1	999	10	0	30	140	140	31	60	60																36	120	39	3									694	589	702	587	637		71	12	7	838	836								
[宋金]冥幻之千影摄鬼帽 	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，套装第八件	2	999	10	0	30	315	315	31	85	85																36	120	39	3									694	637	702	423	723	746	71	12	8	738	837								
[宋金]冥幻之枯木断水佩	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，套装第九件	3	999	10	0																						36	120	39	3									673	713	674	534	550		71	12	9	130	836								
[宋金]冥幻之弃尸夺神戒 	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第十件	1	999	10	0																						36	120	39	3									694	130	702	378	746		71	12	10	131	837								
[宋金]冰寒之无我符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，套装第六件	4	999	10	0																						36	120	39	2									731	438	321	79	723	640	72	13	6	836	837								
[宋金]冰寒之苍缎巾	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，套装第七件	0	999	10	0	30	315	315	31	85	85																36	120	39	2									694	598	702	439	723	597	72	13	7	838	836								
[宋金]冰寒之暗香腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，套装第八件	1	999	10	0	30	111	111	31	80	80																36	120	39	2									694	596	702	423	724	597	72	13	8	738	837								
[宋金]冰寒之浮光戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第九件	2	999	10	0																						36	120	39	2									694	637	702	746	723		72	13	9	130	836								
[宋金]冰寒之掠影戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，套装第十件	3	999	10	0																						36	120	39	2									694	130	702	378	746		72	13	10	131	837								
[宋金]天光之烟雨巾	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，套装第六件	0	999	10	0	30	315	315	31	85	85																36	120	39	2									694	598	702	439	723	640	73	14	6	836	837								
[宋金]天光之缥缈衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	黄金装备，套装第七件	4	999	10	0	30	720	720	31	90	90																36	120	39	2									694	695	423	637	723	313	73	14	7	838	836								
