名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装	扩展套装	扩展套装序号	扩展套装隐藏属性1	扩展套装隐藏属性2
苍狼之蔷薇珠链	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	黄金装备，苍狼级翠烟双刀套装第一件	0	99999	10	0																						36	100	39	5									952	852	973	1015	995	1292	138	79	1	1488	
苍狼之蔷薇簪	0	7	9	\spr\item\equip\cap\obj-fm-cap08-3.spr	30	2	2	黄金装备，苍狼级翠烟双刀套装第二件	2	99999	10	0	30	360	360	31	85	85																36	100	39	5									953	892	972	1195	1332	1292	138	79	2		
苍狼之蔷薇上戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，苍狼级翠烟双刀套装第三件	1	99999	10	0																						36	100	39	5									952	872	973	1015	1332	1292	138	79	3		
苍狼之蔷薇袖	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	黄金装备，苍狼级翠烟双刀套装第四件	3	99999	10	0	30	135	135	31	80	80																36	100	39	5									953	912	972	1215	1332	1292	138	79	4	1489	
苍狼之蔷薇腰带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	黄金装备，苍狼级翠烟双刀套装第五件	4	99999	10	0	30	160	160	31	80	80																36	100	39	5									953	932	973	1175	1332	1292	138	79	5		
苍狼之蔷薇衫	0	2	9	\spr\item\equip\armor\obj-fm-cloth08-3.spr	24	2	3	黄金装备，苍狼级翠烟双刀套装第六件	0	99999	10	0	30	720	720	31	90	90																36	100	39	5									953	852	973	1015	1234	1292	138	79	6		
苍狼之蔷薇鸳鸯刀	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	黄金装备，苍狼级翠烟双刀套装第七件	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	100	39	5									1058	892	1115	1195	1332	1292	138	79	7		
苍狼之蔷薇靴	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	黄金装备，苍狼级翠烟双刀套装第八件	1	99999	10	0	30	160	160	31	80	80																36	100	39	5									953	872	973	1015	1255	1292	138	79	8		
苍狼之蔷薇香囊	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	黄金装备，苍狼级翠烟双刀套装第九件	3	99999	10	0																						36	100	39	5									952	912	972	1215	1332	1292	138	79	9	1490	
苍狼之蔷薇下戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备，苍狼级翠烟双刀套装第十件	4	99999	10	0																						36	100	39	5									952	932	972	1175	1332	1292	138	79	10		
苍狼之幽寒项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，苍狼级五毒掌法套装第一件	0	99999	10	0																						36	100	39	3									952	852	973	1015	995	1292	139	80	1	1492	
苍狼之幽寒发带	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，苍狼级五毒掌法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	100	39	3									953	892	972	1195	1332	1292	139	80	2		
苍狼之幽寒上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级五毒掌法套装第三件	1	99999	10	0																						36	100	39	3									952	872	973	1015	1332	1292	139	80	3		
苍狼之幽寒护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，苍狼级五毒掌法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	100	39	3									953	912	972	1215	1332	1292	139	80	4		
苍狼之幽寒腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	黄金装备，苍狼级五毒掌法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	100	39	3									953	932	973	1175	1332	1292	139	80	5	1493	
苍狼之幽寒秘装	0	2	2	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，苍狼级五毒掌法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	100	39	3									953	852	973	1015	1234	1292	139	80	6		
苍狼之幽寒缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，苍狼级五毒掌法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	100	39	3									1056	892	1095	1195	1332	1292	139	80	7		
苍狼之幽寒靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，苍狼级五毒掌法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	100	39	3									953	872	973	1015	1255	1292	139	80	8		
苍狼之幽寒腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，苍狼级五毒掌法套装第九件	3	99999	10	0																						36	100	39	3									952	912	972	1215	1332	1292	139	80	9	1494	
苍狼之幽寒下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，苍狼级五毒掌法套装第十件	4	99999	10	0																						36	100	39	3									952	932	972	1175	1332	1292	139	80	10		
苍狼之青冥项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，苍狼级五毒刀法套装第一件	0	99999	10	0																						36	100	39	3									952	852	973	1015	995	1292	140	81	1	1496	
苍狼之青冥发带	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，苍狼级五毒刀法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	100	39	3									953	892	972	1195	1332	1292	140	81	2		
苍狼之青冥上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，苍狼级五毒刀法套装第三件	1	99999	10	0																						36	100	39	3									952	872	973	1015	1332	1292	140	81	3		
苍狼之青冥护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，苍狼级五毒刀法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	100	39	3									953	912	972	1215	1332	1292	140	81	4		
苍狼之青冥腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	黄金装备，苍狼级五毒刀法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	100	39	3									953	932	973	1175	1332	1292	140	81	5	1497	
苍狼之青冥蛊衣	0	2	2	\spr\item\equip\armor\obj-ma-cloth08-3.spr	22	2	3	黄金装备，苍狼级五毒刀法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	100	39	3									953	852	973	1015	1234	1292	140	81	6		
苍狼之青冥刀	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备，苍狼级五毒刀法套装第七件	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	100	39	3									1036	892	1075	1195	1317	1292	140	81	7		
苍狼之青冥靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，苍狼级五毒刀法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	100	39	3									953	872	973	1015	1255	1292	140	81	8		
苍狼之青冥腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，苍狼级五毒刀法套装第九件	3	99999	10	0																						36	100	39	3									952	912	972	1215	1332	1292	140	81	9	1498	
苍狼之青冥下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级五毒刀法套装第十件	4	99999	10	0																						36	100	39	3									952	932	972	1175	1332	1292	140	81	10		
苍狼之邪行项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，苍狼级唐门飞刀套装第一件	4	99999	10	0																						36	100	39	2									952	932	973	1175	995	1292	141	82	1	1500	
苍狼之邪行冠	0	7	3	\spr\item\equip\cap\obj-ma-cap11-3.spr	28	2	2	黄金装备，苍狼级唐门飞刀套装第二件	0	99999	10	0	30	360	360	31	85	85																36	100	39	2									953	852	972	1015	1332	1292	141	82	2		
苍狼之邪行上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级唐门飞刀套装第三件	2	99999	10	0																						36	100	39	2									952	892	973	1195	1332	1292	141	82	3		
苍狼之邪行护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，苍狼级唐门飞刀套装第四件	1	99999	10	0	30	135	135	31	80	80																36	100	39	2									953	872	972	1015	1332	1292	141	82	4		
苍狼之邪行束腰	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	黄金装备，苍狼级唐门飞刀套装第五件	3	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	912	973	1215	1332	1292	141	82	5	1501	
苍狼之邪行甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，苍狼级唐门飞刀套装第六件	4	99999	10	0	30	720	720	31	90	90																36	100	39	2									953	932	973	1175	1234	1292	141	82	6		
苍狼之邪行飞刀	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	黄金装备，苍狼级唐门飞刀套装第七件	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	100	39	2									1040	852	1075	1015	1332	1292	141	82	7		
苍狼之邪行履	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	黄金装备，苍狼级唐门飞刀套装第八件	2	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	892	973	1195	1255	1292	141	82	8		
苍狼之邪行腰坠	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	黄金装备，苍狼级唐门飞刀套装第九件	1	99999	10	0																						36	100	39	2									952	872	972	1015	1332	1292	141	82	9	1502	
苍狼之邪行下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级唐门飞刀套装第十件	3	99999	10	0																						36	100	39	2									952	912	972	1215	1332	1292	141	82	10		
苍狼之夺魂项链	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	黄金装备，苍狼级唐门弩箭套装第一件	4	99999	10	0																						36	100	39	2									952	932	973	1175	995	1292	142	83	1	1500	
苍狼之夺魂冠	0	7	3	\spr\item\equip\cap\obj-ma-cap11-3.spr	28	2	2	黄金装备，苍狼级唐门弩箭套装第二件	0	99999	10	0	30	360	360	31	85	85																36	100	39	2									953	852	972	1015	1332	1292	142	83	2		
苍狼之夺魂上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级唐门弩箭套装第三件	2	99999	10	0																						36	100	39	2									952	892	973	1195	1332	1292	142	83	3		
苍狼之夺魂护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，苍狼级唐门弩箭套装第四件	1	99999	10	0	30	135	135	31	80	80																36	100	39	2									953	872	972	1015	1332	1292	142	83	4		
苍狼之夺魂束腰	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	黄金装备，苍狼级唐门弩箭套装第五件	3	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	912	973	1215	1332	1292	142	83	5	1501	
苍狼之夺魂甲	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，苍狼级唐门弩箭套装第六件	4	99999	10	0	30	720	720	31	90	90																36	100	39	2									953	932	973	1175	1234	1292	142	83	6		
苍狼之夺魂袖箭	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	黄金装备，苍狼级唐门弩箭套装第七件	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	100	39	2									1040	852	1075	1015	1332	1292	142	83	7		
苍狼之夺魂履	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	黄金装备，苍狼级唐门弩箭套装第八件	2	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	892	973	1195	1255	1292	142	83	8		
苍狼之夺魂腰坠	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	黄金装备，苍狼级唐门弩箭套装第九件	1	99999	10	0																						36	100	39	2									952	872	972	1015	1332	1292	142	83	9	1504	
苍狼之夺魂下戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，苍狼级唐门弩箭套装第十件	3	99999	10	0																						36	100	39	2									952	912	972	1215	1332	1292	142	83	10		
苍狼之紫电项链	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，苍狼级唐门飞镖套装第一件	4	99999	10	0																						36	100	39	2									952	932	973	1175	995	1292	143	84	1	1500	
苍狼之紫电发冠	0	7	3	\spr\item\equip\cap\obj-ma-cap11-3.spr	28	2	2	黄金装备，苍狼级唐门飞镖套装第二件	0	99999	10	0	30	360	360	31	85	85																36	100	39	2									953	852	972	1015	1332	1292	143	84	2		
苍狼之紫电上戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级唐门飞镖套装第三件	2	99999	10	0																						36	100	39	2									952	892	973	1195	1332	1292	143	84	3		
苍狼之紫电护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，苍狼级唐门飞镖套装第四件	1	99999	10	0	30	135	135	31	80	80																36	100	39	2									953	872	972	1015	1332	1292	143	84	4		
苍狼之紫电缠腰	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	黄金装备，苍狼级唐门飞镖套装第五件	3	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	912	973	1215	1332	1292	143	84	5	1501	
苍狼之紫电甲衣	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备，苍狼级唐门飞镖套装第六件	4	99999	10	0	30	720	720	31	90	90																36	100	39	2									953	932	973	1175	1234	1292	143	84	6		
苍狼之紫电镖	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	黄金装备，苍狼级唐门飞镖套装第七件	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	100	39	2									1040	852	1075	1015	1332	1292	143	84	7		
苍狼之紫电履	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备，苍狼级唐门飞镖套装第八件	2	99999	10	0	30	160	160	31	80	80																36	100	39	2									953	892	973	1195	1255	1292	143	84	8		
苍狼之紫电腰坠	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	黄金装备，苍狼级唐门飞镖套装第九件	1	99999	10	0																						36	100	39	2									952	872	972	1015	1332	1292	143	84	9	1506	
苍狼之紫电下戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备，苍狼级唐门飞镖套装第十件	3	99999	10	0																						36	100	39	2									952	912	972	1215	1332	1292	143	84	10		
苍狼之侠义项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，苍狼级丐帮掌法套装第一件	1	99999	10	0																						36	100	39	6									952	852	973	1015	995	1292	144	85	1	1508	
苍狼之侠义头环	0	7	5	\spr\item\equip\cap\obj-ma-cap17-3.spr	28	2	2	黄金装备，苍狼级丐帮掌法套装第二件	3	99999	10	0	30	360	360	31	85	85																36	100	39	6									953	892	972	1195	1332	1292	144	85	2		
苍狼之侠义上戒	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备，苍狼级丐帮掌法套装第三件	4	99999	10	0																						36	100	39	6									952	872	973	1015	1332	1292	144	85	3		
苍狼之侠义护腕	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备，苍狼级丐帮掌法套装第四件	0	99999	10	0	30	135	135	31	80	80																36	100	39	6									953	912	972	1215	1332	1292	144	85	4		
苍狼之侠义束腰	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	黄金装备，苍狼级丐帮掌法套装第五件	2	99999	10	0	30	160	160	31	80	80																36	100	39	6									953	932	973	1175	1332	1292	144	85	5	1509	
苍狼之侠义丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth17-3.spr	22	2	3	黄金装备，苍狼级丐帮掌法套装第六件	1	99999	10	0	30	720	720	31	90	90																36	100	39	6									953	852	973	1015	1234	1292	144	85	6		
苍狼之侠义缠手	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	黄金装备，苍狼级丐帮掌法套装第七件	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	100	39	6									1058	892	1135	1195	1332	1292	144	85	7		
苍狼之侠义靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，苍狼级丐帮掌法套装第八件	4	99999	10	0	30	160	160	31	80	80																36	100	39	6									953	872	973	1015	1255	1292	144	85	8	1510	
苍狼之侠义腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，苍狼级丐帮掌法套装第九件	0	99999	10	0																						36	100	39	6									952	912	972	1215	1332	1292	144	85	9		
苍狼之侠义下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，苍狼级丐帮掌法套装第十件	2	99999	10	0																						36	100	39	6									952	932	972	1175	1332	1292	144	85	10		
苍狼之忠烈项链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备，苍狼级丐帮棍法套装第一件	0	99999	10	0																						36	100	39	6									952	852	973	1015	995	1292	145	86	1	1512	
苍狼之忠烈头环	0	7	5	\spr\item\equip\cap\obj-ma-cap17-3.spr	28	2	2	黄金装备，苍狼级丐帮棍法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	100	39	6									953	892	972	1195	1332	1292	145	86	2		
苍狼之忠烈上戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备，苍狼级丐帮棍法套装第三件	1	99999	10	0																						36	100	39	6									952	872	973	1015	1332	1292	145	86	3		
苍狼之忠烈护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备，苍狼级丐帮棍法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	100	39	6									953	912	972	1215	1332	1292	145	86	4	1513	
苍狼之忠烈束腰	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	黄金装备，苍狼级丐帮棍法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	100	39	6									953	932	973	1175	1332	1292	145	86	5		
苍狼之忠烈丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth17-3.spr	22	2	3	黄金装备，苍狼级丐帮棍法套装第六件	0	99999	10	0	30	720	720	31	90	90																36	100	39	6									953	852	973	1015	1234	1292	145	86	6		
苍狼之忠烈杖	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备，苍狼级丐帮棍法套装第七件	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	100	39	6									1038	892	1075	1195	1317	1292	145	86	7		
苍狼之忠烈靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备，苍狼级丐帮棍法套装第八件	1	99999	10	0	30	160	160	31	80	80																36	100	39	6									953	872	973	1015	1255	1292	145	86	8		
苍狼之忠烈腰坠	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备，苍狼级丐帮棍法套装第九件	3	99999	10	0																						36	100	39	6									952	912	972	1215	1332	1292	145	86	9	1514	
苍狼之忠烈下戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，苍狼级丐帮棍法套装第十件	4	99999	10	0																						36	100	39	6									952	932	972	1175	1332	1292	145	86	10		
苍狼之火影项圈	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备，苍狼级天忍矛法套装第一件	0	99999	10	0																						36	100	39	7									952	852	973	1015	995	1292	146	87	1	1516	
苍狼之火影盔	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备，苍狼级天忍矛法套装第二件	2	99999	10	0	30	360	360	31	85	85																36	100	39	7									953	892	972	1195	1332	1292	146	87	2		
苍狼之火影上戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备，苍狼级天忍矛法套装第三件	1	99999	10	0																						36	100	39	7									952	872	973	1015	1332	1292	146	87	3		
苍狼之火影护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备，苍狼级天忍矛法套装第四件	3	99999	10	0	30	135	135	31	80	80																36	100	39	7									953	912	972	1215	1332	1292	146	87	4	1517	
苍狼之火影腰带	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备，苍狼级天忍矛法套装第五件	4	99999	10	0	30	160	160	31	80	80																36	100	39	7									953	932	973	1175	1332	1292	146	87	5		
