名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)
金丝莲子粽	6	1	1455	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加100000点的经验<enter><color=yellow>限80级以上充卡用户使用<color><enter><color=blue>使用日期截止到2007年7月21日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1
竹叶沁心粽	6	1	1456	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加200000点的经验<enter><color=yellow>限80级以上充卡用户使用<color><enter><color=blue>使用日期截止到2007年7月21日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1
薄荷迷香粽	6	1	1457	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加300000点的经验<enter><color=yellow>限80级以上充卡用户使用<color><enter><color=blue>使用日期截止到2007年7月21日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1
八宝玲珑粽	6	1	1458	\spr\item\questkey\taskobj405.spr	366	1	1	吃过以后可以瞬间增加500000点的经验<enter><color=yellow>限80级以上充卡用户使用<color><enter><color=blue>使用日期截止到2007年7月21日24点<color>		25	1	0	\script\item\duanwujie_zongzi.lua	0	1	1	0	1
眩晕陷阱(包)	6	1	1459	\spr\item\songjin\token.spr	385	1	1	右键点击使用可以获得20个眩晕陷阱<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
冰封陷阱(包)	6	1	1460	\spr\item\songjin\token.spr	385	1	1	右键点击使用可以获得20个冰封陷阱<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
雷鸣令(包)	6	1	1461	\spr\item\questkey\006.spr	385	1	1	右键点击使用可以获得20个雷鸣令<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
狂沙令(包)	6	1	1462	\spr\item\questkey\006.spr	385	1	1	右键点击使用可以获得20个狂沙令<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
狂沙令	6	1	1463	\spr\item\questkey\006.spr	385	1	1	右键点击使用，使用后可令全地图玩家减速5秒。只能在活动地图使用<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	1	\script\item\chrismas\duanwumapskillitem.lua	0	1	1	0	1
回魂幡(包)	6	1	1464	\spr\item\songjin\clarion.spr	385	1	1	右键点击使用可以获得20个回魂幡<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
回魂幡	6	1	1465	\spr\item\songjin\clarion.spr	385	1	1	右键点击使用，可以消除由<color=yellow>雷鸣令、狂沙令<color>造成的晕眩或者减速的效果，并且在三秒内的雷鸣令和狂沙令免疫。只能在活动地图使用<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	1	\script\item\chrismas\huihunfan.lua	0	1	1	0	1
端午幸运符	6	1	1466	\spr\item\special\Obj_TownPortal.spr	385	1	1	右键点击使用，使用后下次寻宝活动每成功挖到一次将得到两个礼盒。只能在活动地图外使用<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwu_luckykey.lua	0	1	1	0	1
端午延时书	6	1	1467	\spr\item\questkey\taskobj022.spr	385	1	1	右键点击使用，使用后可增加一次寻宝机会，活动期间最多每人可使用6次。只能在活动地图外使用<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwu_timebook.lua	0	1	1	0	1
端午活动礼包	6	1	1468	\spr\item\questkey\obj_item_burseb.spr	385	1	1	右键点击使用，随机获得眩晕陷阱、冰封陷阱、雷鸣令、狂沙令、回魂幡中的一种,数量为20个<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	0	\script\item\chrismas\duanwujieitem_pack.lua	0	1	1	0	1
雷鸣令	6	1	1469	\spr\item\questkey\006.spr	385	1	1	右键点击使用，使用后可令全地图玩家眩晕3秒。只能在活动地图使用<enter><color=blue>使用日期<enter><color=blue>使用日期截止至6月21日24点。<color>		6	1	1	\script\item\chrismas\duanwumapskillitem.lua	0	1	1	0	1
端午烟花	6	1	1470	\spr\item\script\spring2007\xinnian_lihua.spr	41	1	1	右键点击使用可燃放端午礼花5分钟。<enter>在此期间，聚集在礼花周围的队友都可以不断获得经验。<enter>可获得经验上限为1亿。<enter><color=blue>使用截至日期：2007年7月21日<color><enter><color=yellow>80级以上充值用户才可以使用。<color>		6	1	0	\script\item\springfestival07\xinnian_lihua.lua	0	1	1	0	0
紫荆花	6	1	1471	\spr\item\script\zijinghua.spr	385	1	1	右键点击使用，可获得24小时<color=red>打怪或托管<color>经验翻倍效果，重复使用无效，与仙草露等道具效果叠加，与八珍月饼效果不叠加。<enter><color=blue>有效期截止到2007年7月31日24点。<color>		25	1	0	\script\item\zijinghua.lua	0	1	1	0	0
武林荐书	6	1	1472	\spr\item\questkey\010.spr	385	1	1	参加万人回归－推荐人活动所需物品		25	1	0	\script\item\wulinjianshu.lua	0	1	1	0	0
雷泽鎚	6	1	1473	\spr\item\questkey\taskobj030.spr	385	1	1	可以在临安神秘商人处把某些黄金装备升级成白金装备		25	1	0	\script\item\noscript.lua	0	1	1	0	0
凉茶	6	1	1474	\spr\item\script\liangcha.spr	41	1	1	消暑解热圣品，右键点击使用。		100	1	0	\script\item\liangcha.lua	0	1	1	1	0
野叟积分	6	1	1475	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	从野叟处获得的经验积分，可于游戏健康时间右键点击使用。		0	1	0	\script\item\seasonnpc_expitem.lua	0	1	1	0	0
顶级黄金包	6	1	1476	\spr\item\twzhuanyun\zhuanyunbao_small.spr	449	1	1	右键点击使用，有几率获得随机黄金武器或装备,神秘矿石,8级玄晶矿石和旺旺转运包(大)其中一件。		6	1	0	\script\item\tw\dingjihuangjinbao.lua	0	1	1	0	0
武林秘书	6	1	1477	\spr\item\questkey\taskobj119.spr	41	1	1	在明月镇-百晓老人处兑换各种令牌的原料		0	1	1	\script\item\noscript.lua	0	1	1	0	0
木牌号召	6	1	1478	\spr\item\script\mupai_haozhao.spr	41	1	1	追杀随机20级到90级的杀手		0	1	0	\script\item\mupaizhaohuan.lua	0	1	1	0	0
铜牌号召	6	1	1479	\spr\item\script\tongpai_haozhao.spr	41	1	1	追杀一个水贼头领 		0	1	0	\script\item\tongpaizhaohuan.lua	0	1	1	0	0
银牌号召	6	1	1480	\spr\item\script\yinpai_haozhao.spr	41	1	1	追杀张宗正或聊青青或妙如		0	1	0	\script\item\yinpaizhaohuan.lua	0	1	1	0	0
金牌号召	6	1	1481	\spr\item\script\jinpai_haozhao.spr	41	1	1	追杀金光将军		0	1	0	\script\item\jinpaizhaohuan.lua	0	1	1	0	0
玉牌号召	6	1	1482	\spr\item\script\yupai_haozhao.spr	41	1	1	追杀金光将军，无名道人，无名美人，无名杀手，无名老人		0	1	0	\script\item\yupaizhaohuan.lua	0	1	1	0	0
红枣汁	6	1	1483	\spr\item\script\liangcha.spr	41	1	1	新鲜的红枣和露水酿成的汁。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
双子果	6	1	1484	\spr\item\mid_autumn\huasheng.spr	41	1	1	外形酷似花生的果子，七夕节时可用来乞求牛郎织女的祝福。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
莲子羹	6	1	1485	\spr\item\qixi_2006\qiaoshi.spr	41	1	1	用冰糖银耳熬制的莲子羹，味道甜美，补益脾胃。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
蓝玫瑰	6	1	1486	\spr\item\questkey\blueflower.spr	41	1	1	海洋般的颜色赏心悦目，清香淡雅的味道沁人心脾。		0	1	1	\script\item\noscript.lua	0	1	1	0	0
心有灵犀礼盒	6	1	1487	\spr\item\script\item_chrismasbox.spr	41	1	1	七夕活动道具。可送给你心爱的人。<enter>99级以上角色方可使用<enter><color=blue>使用截止日期：2007年8月24日24点<color>		0	1	0	\script\item\xinyoulingxi_lihe.lua	0	1	1	0	0
比翼双飞礼盒	6	1	1488	\spr\item\script\biyishuangfei.spr	41	1	1	七夕活动道具。可送给你心爱的人。<enter>99级以上角色方可使用<enter><color=blue>使用截止日期：2007年8月24日24点<color>		0	1	0	\script\item\biyishuangfei_lihe.lua	0	1	1	0	0
玫瑰纯露	6	1	1489	\spr\item\script\putong_changshenglu.spr	41	1	1	气香而味淡，和血、理气平肝，肌肤红润。右键点击，可获得100w经验。<enter>99级以上侠女方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\meigui_chunlu.lua	0	1	1	0	0
云面	6	1	1490	\spr\item\script\yunmian.spr	41	1	1	用露水制成，意为巧意。右键点击，可获得100w经验。<enter>99级以上侠士方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\yunmian.lua	0	1	1	0	0
冰蓝纯露	6	1	1491	\spr\item\questkey\taskobj073.spr	41	1	1	淡蓝色的玫瑰露，味道清香，沁人心脾。右键点击，可获得200w经验。<enter>99级以上侠女方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\binglan_chunlu.lua	0	1	1	0	0
巧酥	6	1	1492	\spr\item\script\qiaoshu.spr	41	1	1	酥糖制作的民间糕点，香甜可口。右键点击，可获得200w经验。<enter>99级以上侠士方可使用<enter><color=blue>使用截止日期：2007年8月31日24点<color>		0	1	1	\script\item\xiaoshu.lua	0	1	1	0	0
七夕情侣指环礼包	6	1	1493	\spr\item\obj_item_giftb.spr	347	1	1	右键点击可获得一对七夕情侣指环。		0	1	0	\script\item\qixi2007_libao.lua	0	1	1	0	0
胜利五角星	6	1	1494	\spr\item\vietnam\shengli_wujiaoxing.spr	41	1	1	合成国庆礼盒的材料。<enter><color=blue>活动截止日期：2007年9月9日24点<color>		100	1	0	\script\item\noscript.lua	0	1	1	0	0
国庆礼盒	6	1	1495	\spr\item\vietnam\guoqing_lihe.spr	41	1	1	右键点击获得随机奖励-国庆徽章or藏宝图碎片。<enter><color=blue>使用截止日期：2007年9月23日24点<color>		100	1	0	\script\item\guoqinglihe.lua	0	1	1	0	0
国庆徽章	6	1	1496	\spr\item\vietnam\guoqing_huizhang.spr	41	1	1	右键点击获得一定经验，最多只能得到4亿经验。<enter><color=blue>使用截止日期：2007年9月23日24点<color>		100	1	0	\script\item\guoqinghuizhang.lua	0	1	1	0	0
五行装备礼包	6	1	1497	\spr\item\obj_item_libaolan.spr	41	1	1	右键点击使用可获得选定的五行装备一个。		100	1	0	\script\item\wuxinglibao.lua	0	1	1	0	0
坐骑图谱-逾辉	6	1	1498	\spr\item\horse_yuhuitupu.spr	41	1	1	可以使用图谱兑换高级坐骑-逾辉。学会嫁衣神功心法篇的玩家才可以使用。		100	1	0	\script\item\noscript.lua	0	1	1	0	0
挑战令	6	1	1499	\spr\item\vietnam\tiaozhanling.spr	41	1	1	帮会攻城战信物。		1	1	0	\script\item\noscript.lua	0	1	1	0	1
恩师传道书	6	1	1500	\spr\item\ib\chaotingzhaoshu.spr	41	1	1	右键点击使用，可得到恩师传于的400W/600W经验。<enter><color=blue>使用截止日期：2007年9月17日24点<color>		1	1	0	\script\item\enshichuandaoshu.lua	0	1	1	0	1
恩师解惑令	6	1	1501	\spr\item\questkey\obj_item_herokey3.spr	41	1	1	在野外右键点击使用，可出现武林高手与你切磋武艺。<enter><color=blue>使用截止日期：2007年9月17日24点<color>		1	1	0	\script\item\enshijiehuoling.lua	0	1	1	0	1
原料包	6	1	1502	\spr\item\script\mianfen.spr	468	1	1	中秋节活动材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\event\zhongqiu2007\item\yuanliao.lua	0	1	1	0	1
粉包	6	1	1503	\spr\item\script\mianfen.spr	41	1	1	新鲜的粉包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
糖包	6	1	1504	\spr\item\script\shatang.spr	41	1	1	新鲜的糖包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
鸡蛋包	6	1	1505	\spr\item\questkey\taskobj136.spr	41	1	1	新鲜的鸡蛋包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
绿豆包	6	1	1506	\spr\item\script\lvdou.spr	41	1	1	新鲜的绿豆包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
莲子包	6	1	1507	\spr\item\script\lianzi.spr	41	1	1	新鲜的莲子包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
鸡肉包	6	1	1508	\spr\item\questkey\taskobj106.spr	41	1	1	新鲜的肌肉包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
猪肉包	6	1	1509	\spr\item\questkey\taskobj399.spr	41	1	1	新鲜的猪肉包，中秋节制作月饼的材料<enter><color=blue>截止期至2007年10月14日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
绿豆月饼	6	1	1510	\spr\item\vietnam\midautumn07\lvdoumooncake.spr	41	1	1	食用后可获得500000 经验，50级以上（充值）侠士方可使用。<enter><color=blue>截止期至2007年10月31日24：00<color>		0	1	0	\script\event\zhongqiu2007\item\lvdouyuebing.lua	0	1	1	0	1
莲子月饼	6	1	1511	\spr\item\vietnam\midautumn07\lianzimooncake.spr	41	1	1	食用后可获得1000000 经验，50级以上（充值）侠士方可使用。<enter><color=blue>截止期至2007年10月31日24：00<color>		0	1	0	\script\event\zhongqiu2007\item\lianziyuebing.lua	0	1	1	0	1
烤鸡月饼	6	1	1512	\spr\item\vietnam\midautumn06\mooncake_4.spr	41	1	1	食用后可获得2000000 经验，50级以上（充值）侠士方可使用。<enter><color=blue>截止期至2007年10月31日24：00<color>		0	1	0	\script\event\zhongqiu2007\item\kaojiyuebing.lua	0	1	1	0	1
烤猪月饼	6	1	1513	\spr\item\vietnam\midautumn06\mooncake_6.spr	41	2	1	食用后可获得3000000 经验，50级以上（充值）侠士方可使用。<enter><color=blue>截止期至2007年10月31日24：00<color>		0	1	0	\script\event\zhongqiu2007\item\kaozhuyuebing.lua	0	1	1	0	1
月饼礼盒	6	1	1514	\spr\item\script\baise_lipinhe.spr	41	1	1	交给礼官可获得8000000 经验，同时还有几率获得图画碎片，50级以上（充值）侠士方可使用。<enter><color=blue>截止期至2007年10月31日24：00<color>		0	1	0	\script\item\noscript.lua	0	1	1	0	1
花灯材料包	6	1	1515	\spr\item\mid_autumn07\obj_zhongqiulihe.spr	468	1	1	花灯材料包		1	1	0	\script\item\huadengbao.lua	0	1	1	0	1
黄色彩纸	6	1	1516	\spr\item\vietnam\midautumn06\paper_yello.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\huang_caizhi.lua	0	1	1	0	0
蓝色彩纸	6	1	1517	\spr\item\vietnam\midautumn06\paper_blue.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\lan_caizhi.lua	0	1	1	0	0
绿色彩纸	6	1	1518	\spr\item\vietnam\midautumn06\paper_green.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\lv_caizhi.lua	0	1	1	0	0
红色彩纸	6	1	1519	\spr\item\vietnam\midautumn06\paper_red.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\hong_caizhi.lua	0	1	1	0	0
花灯竹骨	6	1	1520	\spr\item\vietnam\midautumn06\bamboo.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\zuku.lua	0	1	1	0	1
铁丝	6	1	1521	\spr\item\vietnam\midautumn06\tiesi.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\tiesi.lua	0	1	1	0	1
红蜡烛	6	1	1522	\spr\item\vitenambirthday\candle004.spr	41	1	1	制作花灯的材料之一，凑齐材料后可以拿到明月镇作坊工人处让他帮忙做成各种花灯。<enter>限99级以上角色使用，截止期2007年10月31日		1	1	1	\script\item\lazhu.lua	0	1	1	0	1
彩蝶灯	6	1	1523	\spr\item\mid_autumn07\caidiedeng.spr	41	1	1	右键点击，可在身旁放置一盏彩蝶灯，<enter>并获得1小时<color=red>打怪或托管<color>经验翻倍效果，<enter>与仙草露等道具效果叠加，同时使用八珍月饼<color=yellow>效果会被覆盖<color>。<enter><color=blue>有效期截止到2007年10月31日24点。<color>		1	1	1	\script\item\caidie_deng.lua	0	1	1	0	0
盈月灯	6	1	1524	\spr\item\mid_autumn07\yingyuedeng.spr	41	1	1	右键点击，可在身旁放置一盏黄色的花灯，并获得200000经验。<enter>限99级以上侠士使用，截止期至2007年10月31日24：00		1	1	1	\script\item\yingyue_deng.lua	0	1	1	0	1
朝露灯	6	1	1525	\spr\item\mid_autumn07\zhaoludeng.spr	41	1	1	右键点击，可在身旁放置一盏蓝色的花灯，并获得400000经验。<enter>限99级以上侠士使用，截止期至2007年10月31日24：00		1	1	1	\script\item\zhaolu_deng.lua	0	1	1	0	1
碧云灯	6	1	1526	\spr\item\mid_autumn07\biyundeng.spr	41	1	1	右键点击，可在身旁放置一盏绿色的花灯并获得1000000经验。<enter>限99级以上侠士使用，截止期至2007年10月31日24：00		1	1	1	\script\item\biyun_deng.lua	0	1	1	0	1
锦霞灯	6	1	1527	\spr\item\mid_autumn07\jinxiadeng.spr	41	1	1	右键点击，可在身旁放置一盏红色的花灯并获得5000000经验。<enter>限99级以上侠士使用，截止期至2007年10月31日24：00		1	1	1	\script\item\jinxia_deng.lua	0	1	1	0	1
白玉寒香月饼	6	1	1528	\spr\item\mid_autumn07\baiyuhanxiang.spr	41	1	1	宫廷秘制的月饼，食用后自身技能点增加1点，等级要求99级，每人限吃3个。		1	1	0	\script\item\baiyuhanxiang.lua	0	1	1	0	1
