Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
B¹ch Hæ Tiªn ¢m Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 4	2	99999	10	0	30	135	135	31	80	80																36	150	39	8									957	958	916	917	977	978	1199	1200	1336	1337	1296	1297	240			181	4	1429	1277
B¹ch Hæ Tiªn ¢m Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash27.spr	33	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 5	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									957	958	936	937	976	977	1019	1020	1336	1337	1296	1297	240			181	5	1609	1277
B¹ch Hæ Tiªn ¢m §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 6	3	99999	10	0	30	720	720	31	90	90																36	150	39	8									957	958	856	857	976	977	1219	1220	1237	1237	1296	1297	240			181	6	1429	2838
B¹ch Hæ Tiªn ¢m KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 7	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									1058	1058	896	897	1159	1160	1179	1180	1336	1337	1296	1297	240			181	7	1429	130
B¹ch Hæ Tiªn ¢m Lý	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 8	0	99999	10	0	30	160	160	31	80	80																36	150	39	8									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	240			181	8	1610	1277
B¹ch Hæ Tiªn ¢m Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 9	2	99999	10	0																						36	150	39	8									956	957	916	917	977	978	1199	1200	1336	1337	1296	1297	240			181	9	1429	1748
B¹ch Hæ Tiªn ¢m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 10	1	99999	10	0																						36	150	39	8									956	957	936	937	977	978	1019	1020	1336	1337	1296	1297	240			181	10	130	
B¹ch Hæ §¹o Minh Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 1	0	99999	10	0																						36	150	39	8									956	957	856	857	976	977	1219	1220	999	1000	1296	1297	241			182	1	1612	1277
B¹ch Hæ §¹o Minh Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 2	2	99999	10	0	30	360	360	31	85	85																36	150	39	8									957	958	896	897	977	978	1179	1180	1336	1337	1296	1297	241			182	2	1429	1277
B¹ch Hæ §¹o Minh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 3	1	99999	10	0																						36	150	39	8									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	241			182	3	130	
B¹ch Hæ §¹o Minh Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 4	3	99999	10	0	30	135	135	31	80	80																36	150	39	8									957	958	916	917	977	978	1199	1200	1336	1337	1296	1297	241			182	4	1429	1749
B¹ch Hæ §¹o Minh Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 5	4	99999	10	0	30	160	160	31	80	80																36	150	39	8									957	958	936	937	976	977	1019	1020	1336	1337	1296	1297	241			182	5	1613	1277
B¹ch Hæ §¹o Minh ?	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 6	0	99999	10	0	30	720	720	31	90	90																36	150	39	8									957	958	856	857	976	977	1219	1220	1237	1237	1296	1297	241			182	6	1429	2839
B¹ch Hæ §¹o Minh KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 7	2	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	8									1039	1039	896	897	1079	1080	1179	1180	1321	1322	1296	1297	241			182	7	1429	130
B¹ch Hæ §¹o Minh Lý	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 8	1	99999	10	0	30	160	160	31	80	80																36	150	39	8									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	241			182	8	1429	1277
B¹ch Hæ §¹o Minh Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 9	3	99999	10	0																						36	150	39	8									956	957	916	917	977	978	1199	1200	1336	1337	1296	1297	241			182	9	1614	1277
B¹ch Hæ §¹o Minh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 10	4	99999	10	0																						36	150	39	8									956	957	936	937	977	978	1019	1020	1336	1337	1296	1297	241			182	10	130	
B¹ch Hæ Thiªn Canh H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 1	0	99999	10	0																						36	150	39	9									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	242			183	1	1616	1277
B¹ch Hæ Thiªn Canh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 2	2	99999	10	0	30	360	360	31	85	85																36	150	39	9									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	242			183	2	1429	1277
B¹ch Hæ Thiªn Canh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 3	1	99999	10	0																						36	150	39	9									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	242			183	3	130	
B¹ch Hæ Thiªn Canh Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 4	3	99999	10	0	30	135	135	31	80	80																36	150	39	9									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	242			183	4	1429	1750
B¹ch Hæ Thiªn Canh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	33	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 5	4	99999	10	0	30	160	160	31	80	80																36	150	39	9									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	242			183	5	1617	1277
B¹ch Hæ Thiªn Canh §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 6	0	99999	10	0	30	720	720	31	90	90																36	150	39	9									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	242			183	6	1429	2840
B¹ch Hæ Thiªn Canh B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 7	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	150	39	9									1040	1040	896	897	1079	1080	1199	1200	1321	1322	1296	1297	242			183	7	1429	130
B¹ch Hæ Thiªn Canh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 8	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	242			183	8	1429	1277
B¹ch Hæ Thiªn Canh Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 9	3	99999	10	0																						36	150	39	9									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	242			183	9	1618	1277
B¹ch Hæ Thiªn Canh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n §ao Ph¸p mãn thø 10	4	99999	10	0																						36	150	39	9									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	242			183	10	130	
B¹ch Hæ Ng¹o S­¬ng Phï	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 1	3	99999	10	0																						36	150	39	9									956	957	856	857	976	977	1019	1020	999	1000	1296	1297	243			184	1	1620	1277
B¹ch Hæ Ng¹o S­¬ng §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap27.spr	28	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 2	4	99999	10	0	30	360	360	31	85	85																36	150	39	9									957	958	896	897	977	978	1199	1200	1336	1337	1296	1297	243			184	2	1429	1277
B¹ch Hæ Ng¹o S­¬ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 3	0	99999	10	0																						36	150	39	9									956	957	876	877	976	977	1019	1020	1336	1337	1296	1297	243			184	3	130	
B¹ch Hæ Ng¹o S­¬ng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle27.spr	34	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 4	2	99999	10	0	30	135	135	31	80	80																36	150	39	9									957	958	916	917	977	978	1219	1220	1336	1337	1296	1297	243			184	4	1429	1751
B¹ch Hæ Ng¹o S­¬ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash27.spr	32	2	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 5	1	99999	10	0	30	160	160	31	80	80																36	150	39	9									957	958	936	937	976	977	1179	1180	1336	1337	1296	1297	243			184	5	1621	1277
B¹ch Hæ Ng¹o S­¬ng §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth27.spr	24	2	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 6	3	99999	10	0	30	720	720	31	90	90																36	150	39	9									957	958	856	857	976	977	1019	1020	1237	1237	1296	1297	243			184	6	1429	2841
B¹ch Hæ Ng¹o S­¬ng Tr­êng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword26.spr	9	1	3	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 7	4	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	150	39	9									1059	1059	896	897	1159	1160	1199	1200	1336	1337	1296	1297	243			184	7	1429	130
B¹ch Hæ Ng¹o S­¬ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes27.spr	26	2	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 8	0	99999	10	0	30	160	160	31	80	80																36	150	39	9									957	958	876	877	976	977	1019	1020	1259	1260	1296	1297	243			184	8	1429	1277
B¹ch Hæ Ng¹o S­¬ng Béi	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 9	2	99999	10	0																						36	150	39	9									956	957	916	917	977	978	1219	1220	1336	1337	1296	1297	243			184	9	1622	1277
B¹ch Hæ Ng¹o S­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Trang bÞ HuyÒn Kim, B¹ch Hæ bé trang bÞ C«n L«n KiÕm Ph¸p mãn thø 10	1	99999	10	0																						36	150	39	9									956	957	936	937	977	978	1179	1180	1336	1337	1296	1297	243			184	10	130	
XÝch L©n Di LÆc Ch©u LiÖm	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 1	2	99999	10	0																						36	160	39	0									957	958	937	938	977	978	1180	1181	1000	1001	1297	1298	244			185	1	1624	1278
XÝch L©n Di LÆc T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 2	1	99999	10	0	30	360	360	31	85	85																36	160	39	0									958	959	857	858	978	979	1020	1021	1337	1338	1297	1298	244			185	2	1430	2819
XÝch L©n Di LÆc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 3	3	99999	10	0																						36	160	39	0									957	958	897	898	977	978	1200	1201	1337	1338	1297	1298	244			185	3	130	
XÝch L©n Di LÆc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 4	4	99999	10	0	30	135	135	31	80	80																36	160	39	0									958	959	877	878	978	979	1020	1021	1337	1338	1297	1298	244			185	4	1430	1278
XÝch L©n Di LÆc Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 5	0	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	917	918	977	978	1220	1221	1337	1338	1297	1298	244			185	5	1625	1278
XÝch L©n Di LÆc Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 6	2	99999	10	0	30	720	720	31	90	90																36	160	39	0									958	959	937	938	977	978	1180	1181	2725	2725	1297	1298	244			185	6	1430	494
XÝch L©n Di LÆc TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove01.spr	9	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 7	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	160	39	0									1280	1280	857	858	1080	1081	1020	1021	1337	1338	1297	1298	244			185	7	1430	130
XÝch L©n Di LÆc T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 8	3	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	897	898	977	978	1200	1201	1260	1261	1297	1298	244			185	8	1430	1278
XÝch L©n Di LÆc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 9	4	99999	10	0																						36	160	39	0									957	958	877	878	978	979	1020	1021	1337	1338	1297	1298	244			185	9	1626	1278
XÝch L©n Di LÆc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 10	0	99999	10	0																						36	160	39	0									957	958	917	918	978	979	1220	1221	1337	1338	1297	1298	244			185	10	130	
XÝch L©n Gi¸ng Ma PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 1	4	99999	10	0																						36	160	39	0									957	958	937	938	977	978	1180	1181	1000	1001	1297	1298	245			186	1	1627	1278
XÝch L©n Gi¸ng Ma T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 2	0	99999	10	0	30	360	360	31	85	85																36	160	39	0									958	959	857	858	978	979	1020	1021	1337	1338	1297	1298	245			186	2	1430	1278
XÝch L©n Gi¸ng Ma Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 3	2	99999	10	0																						36	160	39	0									957	958	897	898	977	978	1200	1201	1337	1338	1297	1298	245			186	3	130	
XÝch L©n Gi¸ng Ma Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 4	1	99999	10	0	30	135	135	31	80	80																36	160	39	0									958	959	877	878	978	979	1020	1021	1337	1338	1297	1298	245			186	4	1430	1278
XÝch L©n Gi¸ng Ma Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 5	3	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	917	918	977	978	1220	1221	1337	1338	1297	1298	245			186	5	1628	1278
XÝch L©n Gi¸ng Ma Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 6	4	99999	10	0	30	720	720	31	90	90																36	160	39	0									958	959	937	938	977	978	1180	1181	2725	2725	1297	1298	245			186	6	1430	2820
XÝch L©n Gi¸ng Ma T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 7	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	160	39	0									2715	2715	857	858	1080	1081	1020	1021	1337	1338	1297	1298	245			186	7	1430	130
XÝch L©n Gi¸ng Ma T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 8	2	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	897	898	977	978	1200	1201	1260	1261	1297	1298	245			186	8	1430	1404
XÝch L©n Gi¸ng Ma Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 9	1	99999	10	0																						36	160	39	0									957	958	877	878	978	979	1020	1021	1337	1338	1297	1298	245			186	9	1629	1278
XÝch L©n Gi¸ng Ma H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 10	3	99999	10	0																						36	160	39	0									957	958	917	918	978	979	1220	1221	1337	1338	1297	1298	245			186	10	130	
XÝch L©n YÕt §Õ H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 1	4	99999	10	0																						36	160	39	0									957	958	937	938	977	978	1180	1181	1000	1001	1297	1298	246			187	1	1627	1278
XÝch L©n YÕt §Õ T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 2	0	99999	10	0	30	360	360	31	85	85																36	160	39	0									958	959	857	858	978	979	1020	1021	1337	1338	1297	1298	246			187	2	1430	1278
XÝch L©n YÕt §Õ Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 3	2	99999	10	0																						36	160	39	0									957	958	897	898	977	978	1200	1201	1337	1338	1297	1298	246			187	3	130	
XÝch L©n YÕt §Õ Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 4	1	99999	10	0	30	135	135	31	80	80																36	160	39	0									958	959	877	878	978	979	1020	1021	1337	1338	1297	1298	246			187	4	1430	1405
XÝch L©n YÕt §Õ Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 5	3	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	917	918	977	978	1220	1221	1337	1338	1297	1298	246			187	5	1630	1278
XÝch L©n YÕt §Õ Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 6	4	99999	10	0	30	720	720	31	90	90																36	160	39	0									958	959	937	938	977	978	1180	1181	2725	2725	1297	1298	246			187	6	1430	2821
XÝch L©n YÕt §Õ Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 7	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	160	39	0									2715	2715	857	858	1080	1081	1020	1021	1337	1338	1297	1298	246			187	7	1430	130
XÝch L©n YÕt §Õ T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 8	2	99999	10	0	30	160	160	31	80	80																36	160	39	0									958	959	897	898	977	978	1200	1201	1260	1261	1297	1298	246			187	8	1430	1278
XÝch L©n YÕt §Õ Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	Trang bÞ HuyÒn Kim, XÝch L©n bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 9	1	99999	10	0																						36	160	39	0									957	958	877	878	978	979	1020	1021	1337	1338	1297	1298	246			187	9	1631	1278
