Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
§»ng Long B¨ng Ph¸ch Ti §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	180	39	4															297	238	5		
§»ng Long B¨ng Ph¸ch TuyÕt Tiªu Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	180	39	4															297	238	6		
§»ng Long B¨ng Ph¸ch TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	180	39	4															297	238	7		
§»ng Long B¨ng Ph¸ch Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	180	39	4															297	238	8		
§»ng Long B¨ng Ph¸ch H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(9)	1	99999	10	0																						36	180	39	4															297	238	9		
§»ng Long B¨ng Ph¸ch B¨ng Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	180	39	4															297	238	10		
§»ng Long Khuynh Thµnh Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(1)	4	99999	10	0																						36	180	39	5															298	239	1		
§»ng Long Khuynh Thµnh Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	180	39	5															298	239	2		
§»ng Long Khuynh Thµnh TuyÕt Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(3)	2	99999	10	0																						36	180	39	5															298	239	3		
§»ng Long Khuynh Thµnh CÈm Tó Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	180	39	5															298	239	4		
§»ng Long Khuynh Thµnh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	180	39	5															298	239	5		
§»ng Long Khuynh Thµnh Khëi La Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	180	39	5															298	239	6		
§»ng Long Khuynh Thµnh B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	5															298	239	7		
§»ng Long Khuynh Thµnh Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	180	39	5															298	239	8		
§»ng Long Khuynh Thµnh H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(9)	1	99999	10	0																						36	180	39	5															298	239	9		
§»ng Long Khuynh Thµnh MÆc Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(10)	3	99999	10	0																						36	180	39	5															298	239	10		
§»ng Long B¸ch H­¬ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(1)	0	99999	10	0																						36	180	39	5															299	240	1		
§»ng Long B¸ch H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	180	39	5															299	240	2		
§»ng Long B¸ch H­¬ng Linh Lung ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(3)	1	99999	10	0																						36	180	39	5															299	240	3		
§»ng Long B¸ch H­¬ng Sinh Hoa Thñ Tr¹c	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	180	39	5															299	240	4		
§»ng Long B¸ch H­¬ng Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	180	39	5															299	240	5		
§»ng Long B¸ch H­¬ng Th¸i §iÖp Y	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	180	39	5															299	240	6		
§»ng Long B¸ch H­¬ng Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	180	39	5															299	240	7		
§»ng Long B¸ch H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	180	39	5															299	240	8		
§»ng Long B¸ch H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(9)	3	99999	10	0																						36	180	39	5															299	240	9		
§»ng Long B¸ch H­¬ng San H« ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(10)	4	99999	10	0																						36	180	39	5															299	240	10		
§»ng Long V¹n §éc H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	180	39	3															300	241	1		
§»ng Long V¹n §éc Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	180	39	3															300	241	2		
§»ng Long V¹n §éc HuyÕt TrÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	180	39	3															300	241	3		
§»ng Long V¹n §éc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	180	39	3															300	241	4		
§»ng Long V¹n §éc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	180	39	3															300	241	5		
§»ng Long V¹n §éc Cæ Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	180	39	3															300	241	6		
§»ng Long V¹n §éc TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle18.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	3															300	241	7		
§»ng Long V¹n §éc Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	180	39	3															300	241	8		
§»ng Long V¹n §éc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	180	39	3															300	241	9		
§»ng Long V¹n §éc C« L©u ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	180	39	3															300	241	10		
§»ng Long V¹n Linh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	180	39	3															301	242	1		
§»ng Long V¹n Linh Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	180	39	3															301	242	2		
§»ng Long V¹n Linh HuyÒn ¢m Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	180	39	3															301	242	3		
§»ng Long V¹n Linh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	180	39	3															301	242	4		
§»ng Long V¹n Linh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	180	39	3															301	242	5		
§»ng Long V¹n Linh Hé Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	180	39	3															301	242	6		
§»ng Long V¹n Linh HuyÕt NhÉn	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	3															301	242	7		
§»ng Long V¹n Linh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	180	39	3															301	242	8		
§»ng Long V¹n Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	180	39	3															301	242	9		
§»ng Long V¹n Linh HuyÒn U Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	180	39	3															301	242	10		
§»ng Long Hçn §én H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(1)	4	99999	10	0																						36	180	39	2															302	243	1		
§»ng Long Hçn §én Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	180	39	2															302	243	2		
§»ng Long Hçn §én Phi Hoa ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(3)	2	99999	10	0																						36	180	39	2															302	243	3		
§»ng Long Hçn §én Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	180	39	2															302	243	4		
§»ng Long Hçn §én TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	180	39	2															302	243	5		
§»ng Long Hçn §én Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	180	39	2															302	243	6		
§»ng Long Hçn §én Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	180	39	2															302	243	7		
§»ng Long Hçn §én Lý	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	180	39	2															302	243	8		
§»ng Long Hçn §én Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(9)	1	99999	10	0																						36	180	39	2															302	243	9		
§»ng Long Hçn §én TrÝch DiÖp ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(10)	3	99999	10	0																						36	180	39	2															302	243	10		
§»ng Long ThÝ ThÇn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(1)	4	99999	10	0																						36	180	39	2															303	244	1		
§»ng Long ThÝ ThÇn Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	180	39	2															303	244	2		
§»ng Long ThÝ ThÇn Linh Xµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(3)	2	99999	10	0																						36	180	39	2															303	244	3		
§»ng Long ThÝ ThÇn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	180	39	2															303	244	4		
§»ng Long ThÝ ThÇn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	180	39	2															303	244	5		
§»ng Long ThÝ ThÇn Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	180	39	2															303	244	6		
§»ng Long ThÝ ThÇn Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	180	39	2															303	244	7		
§»ng Long ThÝ ThÇn Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	180	39	2															303	244	8		
§»ng Long ThÝ ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(9)	1	99999	10	0																						36	180	39	2															303	244	9		
§»ng Long ThÝ ThÇn Kim ThiÒm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(10)	3	99999	10	0																						36	180	39	2															303	244	10		
§»ng Long Phong B¹o H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(1)	4	99999	10	0																						36	180	39	2															304	245	1		
§»ng Long Phong B¹o Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(2)	0	99999	10	0	30	360	360	31	85	85																36	180	39	2															304	245	2		
§»ng Long Phong B¹o NhiÕp Ph¸ch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(3)	2	99999	10	0																						36	180	39	2															304	245	3		
§»ng Long Phong B¹o Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(4)	1	99999	10	0	30	135	135	31	80	80																36	180	39	2															304	245	4		
§»ng Long Phong B¹o Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(5)	3	99999	10	0	30	160	160	31	80	80																36	180	39	2															304	245	5		
§»ng Long Phong B¹o Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(6)	4	99999	10	0	30	720	720	31	90	90																36	180	39	2															304	245	6		
§»ng Long Phong B¹o Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	180	39	2															304	245	7		
§»ng Long Phong B¹o Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(8)	2	99999	10	0	30	160	160	31	80	80																36	180	39	2															304	245	8		
§»ng Long Phong B¹o Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(9)	1	99999	10	0																						36	180	39	2															304	245	9		
§»ng Long Phong B¹o §o¹t Hån ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp §»ng Long(10)	3	99999	10	0																						36	180	39	2															304	245	10		
§»ng Long Hµo T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(1)	1	99999	10	0																						36	180	39	6															305	246	1		
§»ng Long Hµo T×nh §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(2)	3	99999	10	0	30	360	360	31	85	85																36	180	39	6															305	246	2		
§»ng Long Hµo T×nh V¹n Tr­îng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(3)	4	99999	10	0																						36	180	39	6															305	246	3		
§»ng Long Hµo T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(4)	0	99999	10	0	30	135	135	31	80	80																36	180	39	6															305	246	4		
§»ng Long Hµo T×nh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(5)	2	99999	10	0	30	160	160	31	80	80																36	180	39	6															305	246	5		
§»ng Long Hµo T×nh C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(6)	1	99999	10	0	30	720	720	31	90	90																36	180	39	6															305	246	6		
§»ng Long Hµo T×nh TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	180	39	6															305	246	7		
§»ng Long Hµo T×nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(8)	4	99999	10	0	30	160	160	31	80	80																36	180	39	6															305	246	8		
§»ng Long Hµo T×nh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(9)	0	99999	10	0																						36	180	39	6															305	246	9		
§»ng Long Hµo T×nh Thiªn Lý ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp §»ng Long(10)	2	99999	10	0																						36	180	39	6															305	246	10		
§»ng Long Tô NghÜa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(1)	0	99999	10	0																						36	180	39	6															306	247	1		
§»ng Long Tô NghÜa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(2)	2	99999	10	0	30	360	360	31	85	85																36	180	39	6															306	247	2		
§»ng Long Tô NghÜa Lôc Long Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(3)	1	99999	10	0																						36	180	39	6															306	247	3		
§»ng Long Tô NghÜa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(4)	3	99999	10	0	30	135	135	31	80	80																36	180	39	6															306	247	4		
§»ng Long Tô NghÜa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(5)	4	99999	10	0	30	160	160	31	80	80																36	180	39	6															306	247	5		
§»ng Long Tô NghÜa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(6)	0	99999	10	0	30	720	720	31	90	90																36	180	39	6															306	247	6		
§»ng Long Tô NghÜa Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	180	39	6															306	247	7		
§»ng Long Tô NghÜa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(8)	1	99999	10	0	30	160	160	31	80	80																36	180	39	6															306	247	8		
§»ng Long Tô NghÜa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(9)	3	99999	10	0																						36	180	39	6															306	247	9		
§»ng Long Tô NghÜa Linh Ngäc Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp §»ng Long(10)	4	99999	10	0																						36	180	39	6															306	247	10		
